"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
1,12/31/2023 0:00:00,2,0,0,68291,0,1,0,28697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30859,0,0,0,30859,0,0,0,0,0,9755871,0,0,0,0,0,0,0,0,03/01/2023,0,11048388,0,0,0,0,0,0,0,0,0,0,0,52796,0,0,0,0,0,0,0,0,0,0
6,12/31/2023 0:00:00,7,0,0,5000216,0,1,0,2794734,0,0,0,0,0,0,0,0,0,0,0,0,5391952,16934331,9750836,3102988,0,35180107,0,0,0,0,0,0,0,-2762245,0,1621114,0,0,64645,1685759,0,0,0,0,64645,246577588,0,0,0,0,0,0,0,0,01/01/2023,0,266912068,0,0,0,0,0,0,0,0,0,0,0,1992693,0,0,0,0,0,191,4472620,0,0,0
12,12/31/2023 0:00:00,11,0,257841,523385,93332,1,0,874146,0,0,321350,0,0,321350,0,0,0,0,0,0,0,0,0,0,0,0,1249848,4417718,731735,0,0,6399301,0,0,0,475555,0,0,0,475555,0,0,0,0,0,55059182,0,0,0,0,0,0,0,0,04/01/2023,0,59579901,0,0,0,0,0,0,0,0,0,0,0,1078633,0,0,0,0,0,0,0,0,0,0
13,12/31/2023 0:00:00,12,0,69898955,3439787,3315192,1,0,3216236,0,0,0,0,0,0,0,0,0,0,0,0,0,315233,54606,0,0,369839,0,0,0,0,0,0,0,-19403,0,1481421,0,0,0,1481421,0,0,0,0,0,938378187,0,0,0,0,0,0,0,0,01/01/2023,2278236,1022921861,0,0,0,0,0,0,0,0,0,0,0,6237655,0,0,0,0,0,0,0,0,0,0
16,12/31/2023 0:00:00,14,0,0,132776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8024277,0,0,0,0,0,0,0,0,,0,9293306,0,0,0,0,0,0,0,0,0,0,0,31767,0,0,0,0,0,0,0,0,0,0
19,12/31/2023 0:00:00,16,0,0,30,0,1,0,32698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322000,3253000,0,0,0,7575000,0,0,0,0,0,0,0,0,0,0,0,0,0,6870185,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,9783158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,12/31/2023 0:00:00,17,0,20172762,513627,454818,1,0,1586218,2259451,0,0,0,0,2259451,0,0,0,0,0,0,2525008,1338993,6023264,2668590,0,12555855,0,0,0,0,0,0,0,-1866420,0,0,0,0,0,0,0,0,0,0,0,271953886,0,0,0,0,0,0,0,0,12/01/2023,564939,319004762,0,0,0,0,0,0,0,0,0,0,0,1625398,0,211628,0,0,0,0,0,0,0,0
26,12/31/2023 0:00:00,19,0,0,321133,0,1,0,69917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947,0,0,0,8947,0,0,0,0,0,18777625,0,0,0,0,0,0,0,0,01/01/2023,53172,20884870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,12/31/2023 0:00:00,21,0,14928199,6962179,0,1,0,10886405,0,0,0,0,0,0,0,0,0,0,0,0,0,763062,14340353,44166508,2816525,62086448,0,0,0,0,0,0,0,-14107519,0,6250779,0,0,0,6250779,0,0,0,0,0,1207101613,6,89997,5185,0,0,0,5,55432,07/01/2023,5646897,1310037262,0,0,0,0,0,0,0,0,0,0,0,8131217,0,0,0,0,0,1,1730369,0,0,0
42,12/31/2023 0:00:00,29,0,0,1817453,0,1,0,593613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,4800000,2400000,0,0,9000000,0,0,0,70529,0,0,0,70529,0,0,0,0,0,127928764,0,0,0,0,0,0,0,0,10/01/2023,100174,142756210,0,0,0,0,0,0,0,0,0,0,0,405468,0,0,0,0,0,0,0,0,0,0
47,12/31/2023 0:00:00,30,0,0,294411,0,1,0,109360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,250000,0,0,0,20000,0,0,0,20000,0,0,0,0,0,49964529,0,0,0,0,0,0,0,0,02/01/2023,0,56422933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2023 0:00:00,31,0,0,529135,0,1,0,271191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5498000,5743000,3500000,0,0,14741000,0,0,0,148492,0,0,1570,150062,0,0,0,0,1570,52621980,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,64978307,0,0,0,0,0,0,0,0,0,0,0,436181,0,0,0,0,0,0,0,0,0,0
51,12/31/2023 0:00:00,32,0,435345491,37332119,76734758,1,0,66362756,55216,0,0,839455,7132339,8027010,0,0,0,0,0,0,73802250,26120438,140962216,586781283,72672473,900338660,254460257,91863146,59917977,57491104,3460684,467193168,0,-187859325,0,14056291,-108559,0,23933,13971665,0,0,0,0,439035,8431726295,4,112330,112330,0,0,0,4,112330,01/01/2023,23240646,9042388991,0,0,0,0,0,0,0,0,0,0,0,56439249,0,2810906,-716483,0,0,0,0,0,0,7192
53,12/31/2023 0:00:00,33,0,0,662101,0,1,0,276900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,3000000,1000000,0,0,5000000,0,0,0,98721,0,0,0,98721,0,0,0,0,0,61006747,0,0,0,0,0,0,0,0,01/01/2023,0,65702405,0,0,0,0,0,0,0,0,0,0,0,329883,0,0,0,0,0,0,0,0,0,0
60,12/31/2023 0:00:00,35,0,24041226,1349138,3102258,1,0,2492550,0,0,0,0,0,0,0,0,0,0,0,0,26483015,17900656,27535972,13162698,0,85082340,0,0,0,0,0,0,0,-6859973,0,712144,0,0,0,712144,0,0,0,0,0,421216632,0,0,0,0,0,0,0,0,04/01/2023,663863,458946868,0,0,0,0,0,0,0,0,0,0,0,4231090,0,0,0,0,0,847,5481882,0,0,0
77,12/31/2023 0:00:00,41,0,11404774,2082465,0,1,0,740202,0,0,0,0,0,0,0,0,0,0,0,0,1075866,4971366,23892338,6859497,0,36799067,0,0,0,0,0,0,0,-4028545,0,67405,0,0,0,67405,0,0,0,0,0,196614441,0,0,0,0,0,0,0,0,07/01/2023,-250000,208975459,0,0,0,0,0,0,0,0,0,0,0,351497,0,0,0,0,0,0,0,0,0,0
79,12/31/2023 0:00:00,43,0,36309261,5038719,1904377,1,0,3606394,0,0,0,0,0,0,0,0,0,0,0,0,15756950,27855019,37054332,44410152,4049229,129125682,0,0,0,0,0,0,0,-14808501,0,2177027,0,0,0,2177027,0,0,0,0,78,784676705,0,0,0,0,0,0,0,0,01/01/2023,1317646,854781015,0,0,0,0,0,0,0,0,0,0,0,5454069,0,1623237,-1883881,366,6255245,0,0,0,0,0
82,12/31/2023 0:00:00,46,0,29695881,802993,0,1,0,1468305,0,0,0,0,0,0,0,0,0,0,0,0,8162418,2449239,0,0,0,10611656,0,0,0,0,0,0,0,-107645,0,1175343,0,0,0,1175343,0,0,0,0,0,261740515,0,0,0,0,0,0,0,0,01/01/2023,122000,295481727,0,0,0,0,0,0,0,0,0,0,0,2331297,0,0,0,0,0,3,1783751,0,0,0
90,12/31/2023 0:00:00,49,0,0,88157,0,1,0,81759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593906,0,0,0,0,0,0,0,0,03/01/2023,58827,8697949,0,0,0,0,0,0,0,0,0,0,0,28889,0,0,-14970,0,0,0,0,0,0,0
98,12/31/2023 0:00:00,54,0,0,200,0,1,0,10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560000,2080000,0,0,0,6640000,0,0,0,-8514,0,0,0,-8514,0,0,0,0,0,10626509,0,0,0,0,0,0,0,0,03/01/2023,0,12612419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2023 0:00:00,57,0,0,735225,0,1,0,154736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733901,3679403,947775,0,5361079,0,0,0,37060,0,0,0,37060,0,0,0,0,0,64132333,0,0,0,0,0,0,0,0,01/01/2023,-22915,75928276,0,0,0,0,0,0,0,0,0,0,0,305486,0,0,0,91,2217014,0,0,0,0,0
108,12/31/2023 0:00:00,58,0,0,576944,0,1,0,222275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1400000,0,0,0,30040,0,0,0,30040,0,0,0,0,0,36610088,0,0,0,0,0,0,0,0,03/01/2023,0,45084721,0,0,0,0,0,0,0,0,0,0,0,33004,0,0,0,0,0,0,0,0,0,0
110,12/31/2023 0:00:00,59,0,0,26089,0,1,0,56560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22416,0,0,0,22416,0,0,0,0,0,34884758,0,0,0,0,0,0,0,0,04/01/2023,0,40086382,0,0,0,0,0,0,0,0,0,0,0,20604,0,0,0,0,0,0,0,0,0,0
119,12/31/2023 0:00:00,62,0,169774,235847,0,1,0,75724,0,0,0,0,0,0,0,0,0,0,0,0,3837287,18175574,23739845,25084264,6828005,77664975,0,0,0,0,0,0,0,-9972197,0,31375,0,0,0,31375,0,0,0,0,0,91149439,0,0,0,0,0,0,0,0,01/01/2023,0,100464046,0,0,0,0,0,0,0,0,0,0,0,33839,0,0,-1625586,0,0,0,0,0,0,0
120,12/31/2023 0:00:00,63,0,0,520648,0,1,0,342392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22949872,35119000,997000,0,0,59065872,0,0,0,279709,0,0,0,279709,0,0,0,0,0,113141431,0,0,0,0,0,0,0,0,01/01/2023,4328,122905121,0,0,0,0,0,0,0,0,0,0,0,145252,0,0,0,0,0,6,447990,0,0,0
132,12/31/2023 0:00:00,69,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866592,0,0,0,0,0,0,0,0,,0,1032655,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0
135,12/31/2023 0:00:00,70,0,0,667634,0,1,0,333289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992757,497908,0,1490665,0,0,0,0,0,0,0,-9335,0,37089,0,0,0,37089,0,0,0,0,0,75809506,0,0,0,0,0,0,0,0,01/01/2023,5588,84710187,0,0,0,0,0,0,0,0,0,0,0,434053,0,0,0,0,0,0,0,0,0,0
138,12/31/2023 0:00:00,72,0,0,625369,0,1,0,44056,0,0,0,0,0,0,0,0,0,0,0,0,5662118,5911352,206795,0,0,11780266,0,0,0,0,0,0,0,-383734,0,0,0,0,0,0,0,0,0,0,0,39725435,0,0,0,0,0,0,0,0,03/01/2023,0,43025256,0,0,0,0,0,0,0,0,0,0,0,398308,0,0,0,179,6487675,97,2651343,0,0,0
146,12/31/2023 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805944,0,0,0,0,0,0,0,0,,0,5249727,0,0,0,0,0,0,0,0,0,0,0,19,0,0,-13261,0,0,0,0,0,0,0
147,12/31/2023 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441473,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1584304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2023 0:00:00,77,0,9860000,5699474,0,1,0,2989718,0,0,0,0,0,0,0,0,0,0,0,0,29979359,13212820,30142741,12231220,0,85566140,4772688,76779,0,97456,0,4946923,0,-6691315,0,1956132,0,0,0,1956132,0,0,0,0,0,398469366,0,0,0,0,0,0,0,0,07/01/2023,490762,432019599,0,0,0,0,0,0,0,0,0,0,0,2531479,0,0,161021,0,0,0,0,0,0,0
151,12/31/2023 0:00:00,78,0,44552714,2661606,0,1,0,8707477,0,0,0,0,0,0,0,0,0,0,0,0,23731971,586900,22132830,44719857,20723661,111895219,0,0,0,0,0,0,0,-19516300,0,3768889,0,0,0,3768889,0,0,0,0,0,867985357,0,0,0,0,0,0,0,0,01/01/2023,2155037,970808685,0,0,0,0,0,0,0,0,0,0,0,5396054,0,0,0,0,0,0,0,0,0,0
153,12/31/2023 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382309,0,0,0,0,0,0,0,0,,0,470476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2023 0:00:00,83,0,23029964,10445928,0,1,0,19915910,0,0,0,0,21178965,21178965,0,0,0,0,0,0,62301240,32872706,94399237,99856241,50534161,339963584,0,0,0,0,0,0,0,-42598521,0,7480586,0,0,0,7480586,0,0,0,0,0,2097650574,0,0,0,0,0,0,0,0,01/01/2023,8713806,2345350885,0,0,0,0,0,0,0,0,0,0,0,19228066,0,1682851,-76957,325,3165065,5,13607519,0,0,0
162,12/31/2023 0:00:00,85,0,18113418,711290,0,1,0,711532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,9450000,1150000,600000,8200000,19650000,0,0,0,457000,0,0,0,457000,0,0,0,0,0,165028817,0,0,0,0,0,0,0,0,01/01/2023,122000,181086115,0,0,0,0,0,0,0,0,0,0,0,757497,0,0,0,0,0,0,0,0,0,0
167,12/31/2023 0:00:00,87,0,0,8367585,4450139,1,0,1654191,0,0,0,0,0,0,0,0,0,0,0,0,21073010,30172999,5016024,0,0,56262034,0,0,166672,0,0,166672,0,-2769882,0,195711,0,0,36700,232411,0,0,0,0,53009,572073370,0,0,0,0,0,0,0,0,01/01/2023,351796,630393905,0,0,0,0,0,0,0,0,0,0,0,4074052,0,0,0,0,0,0,0,0,0,0
168,12/31/2023 0:00:00,88,0,0,496027,0,1,0,85570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,494531,0,744531,0,0,0,0,0,0,0,0,0,0,0,0,0,35801885,0,0,0,0,0,0,0,0,10/01/2023,0,39025896,0,0,0,0,0,0,0,0,0,0,0,167702,0,0,0,0,0,0,0,0,0,0
169,12/31/2023 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083966,0,0,0,0,0,0,0,0,,0,1791177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,12/31/2023 0:00:00,91,0,0,5338207,0,1,0,6728930,0,0,0,0,0,0,0,0,0,0,0,0,4448396,4226981,1674683,3518819,0,13868878,2090918,4575545,4902527,658195,0,12227185,0,-761356,0,5842416,0,0,0,5842416,0,0,0,0,0,344886609,0,0,0,0,0,0,0,0,01/01/2023,2526457,398887261,0,0,0,0,0,0,0,0,0,0,0,4971867,0,0,0,0,0,0,0,0,0,0
176,12/31/2023 0:00:00,92,0,157251028,10079900,1973360,1,0,4480776,0,0,0,0,0,0,0,0,0,0,0,0,79944780,319087095,84577834,43090803,0,526700512,0,0,0,0,0,0,0,-41653269,0,4365202,0,0,-1003,4364199,0,0,0,0,4734,1393356507,0,0,0,29,92954,90415,0,0,04/01/2023,360098,1607472224,0,0,0,0,0,0,0,0,0,0,0,11265137,0,0,0,0,0,0,0,0,0,0
187,12/31/2023 0:00:00,100,0,0,160000,0,1,0,405237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,744000,248000,0,0,1240000,0,0,0,119949,0,0,0,119949,0,0,0,0,0,25171491,0,0,0,0,0,0,0,0,01/01/2023,296736,29292188,0,0,0,0,0,0,0,0,0,0,0,325337,0,0,0,0,0,0,0,0,0,0
195,12/31/2023 0:00:00,104,0,0,188171,0,1,0,109146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71672,0,0,0,71672,0,0,0,0,0,14599594,0,0,0,0,0,0,0,0,01/01/2023,1069,16079867,0,0,0,0,0,0,0,0,0,0,0,24587,0,0,0,0,0,0,0,0,0,0
196,12/31/2023 0:00:00,105,0,4154964,40521913,10419906,1,0,30465763,0,0,0,0,0,0,0,0,0,0,0,0,52681774,24250591,78789765,25170582,24125992,205018704,0,0,0,0,0,0,0,-25816433,0,10200000,0,0,0,10200000,0,0,0,0,0,2726197301,2,21629,10814,0,0,0,0,0,01/01/2023,19699299,2978459643,0,0,0,0,0,0,0,0,0,0,0,26494425,0,0,144000,0,0,207,29390577,0,0,0
198,12/31/2023 0:00:00,107,0,0,86695,0,1,0,28083,3236013,0,0,0,0,3236013,0,0,0,0,0,0,0,0,0,0,0,0,6000000,4500000,0,0,0,10500000,0,0,0,16582,0,0,0,16582,0,0,0,0,0,39289824,0,0,0,0,0,0,0,0,01/01/2023,0,52949446,0,0,0,0,0,0,0,0,0,0,0,103764,0,-6758,0,0,0,0,0,0,0,0
199,12/31/2023 0:00:00,108,0,5790629,2582191,513889,1,0,663618,0,0,0,0,0,0,0,0,0,0,0,0,1045153,7294529,4362345,24498293,5809763,43010083,0,0,0,0,0,0,0,-6446618,0,321411,0,0,0,321411,0,0,0,0,0,187650490,0,0,0,0,0,0,0,0,01/01/2023,69660,212905922,0,0,0,0,0,0,0,0,0,0,0,1543967,0,0,0,0,0,0,0,0,0,0
200,12/31/2023 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7207377,0,0,0,0,0,0,0,0,,0,9870935,0,0,0,0,0,0,0,0,0,0,0,29981,0,0,0,0,0,0,0,0,0,0
205,12/31/2023 0:00:00,112,0,7356222,712778,0,1,0,849895,0,0,0,0,0,0,0,0,0,0,0,0,3246955,14875988,15447396,20866111,0,54436450,0,0,0,0,0,0,0,-2936963,0,366000,0,0,0,366000,0,0,0,0,0,229041690,0,0,0,0,0,0,0,0,01/01/2023,425000,271309662,0,0,0,0,0,0,0,0,0,0,0,558098,0,0,0,0,0,0,0,0,0,0
216,12/31/2023 0:00:00,116,0,2094315,473026,0,1,0,60696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10449022,8591369,0,0,0,19040391,0,0,0,-51224,0,0,168,-51056,0,0,0,0,0,75641664,0,0,0,0,0,0,0,0,01/01/2023,77450,82081266,0,0,0,0,0,0,0,0,0,0,0,11675,0,0,0,0,0,0,0,0,0,0
220,12/31/2023 0:00:00,117,0,6398423,188411,0,1,0,151713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987318,0,0,0,1987318,0,0,0,76919,0,0,0,76919,0,0,0,0,0,30759855,0,0,0,0,0,0,0,0,01/01/2023,101683,38356212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,12/31/2023 0:00:00,119,0,0,4194975,201763,1,0,1503074,0,0,0,0,0,0,0,0,0,0,0,0,842152,646218,235266,0,0,1723636,3223000,250000,0,0,0,3473000,0,-67492,0,1586628,0,0,0,1586628,0,0,0,0,0,123088283,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,154153012,0,0,0,0,0,0,0,0,0,0,0,2376041,0,0,0,0,0,1843,1666848,0,0,0
227,12/31/2023 0:00:00,121,0,454357130,15366486,120172310,1,0,690718134,0,0,0,0,0,0,0,0,0,0,0,0,1053316975,250670954,454125505,1358747677,0,3116861111,0,0,0,0,0,0,0,-225787636,0,461902461,0,0,-9016659,452885802,0,0,0,0,11089862,31909149949,0,0,0,0,0,0,0,0,01/01/2023,601794136,35226435682,0,0,0,0,0,0,0,0,0,0,0,127824192,0,0,21,0,0,0,0,0,0,0
233,12/31/2023 0:00:00,124,0,11028900,1646057,0,1,0,646830,0,0,0,0,0,0,0,0,0,0,0,0,576515,5388632,4033331,5379167,143280,15520925,0,0,0,0,0,0,0,-1768063,0,593,0,0,0,593,0,0,0,0,0,201651828,0,0,0,0,0,0,0,0,01/01/2023,424197,219067230,0,0,0,0,0,0,0,0,0,0,0,1113119,0,0,0,0,0,0,0,0,0,0
234,12/31/2023 0:00:00,125,0,0,232187,0,1,0,38966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10996000,17240000,249000,0,0,28485000,0,0,0,52437,0,0,0,52437,0,0,0,0,0,66506836,0,0,0,0,0,0,0,0,03/01/2023,0,83016217,0,0,0,0,0,0,0,0,0,0,0,243463,0,0,0,0,0,0,0,0,0,0
240,12/31/2023 0:00:00,128,0,0,220170,0,1,0,124575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262370,2810519,909420,0,4982309,0,0,0,47541,0,0,0,47541,0,0,0,0,0,63716797,0,0,0,0,0,0,0,0,01/01/2023,-242928,79256028,0,0,0,0,0,0,0,0,0,0,0,235155,0,0,127180,0,0,0,0,0,0,0
242,12/31/2023 0:00:00,129,0,0,1702140,315837,1,0,769097,0,0,0,0,0,0,0,0,0,0,0,0,4133525,14638620,1135901,530461,0,20438507,0,0,0,0,0,0,0,-1286017,0,499319,0,0,0,499319,0,0,0,0,0,110176396,0,0,0,0,0,0,0,0,01/01/2023,579051,131258190,0,0,0,0,0,0,0,0,0,0,0,40096,0,0,0,0,0,0,0,0,0,0
256,12/31/2023 0:00:00,136,0,6821444,1389687,345569,1,0,1003820,0,0,0,0,0,0,0,0,0,0,0,0,36340710,3183964,19439098,18047649,2261255,79272676,0,0,0,0,0,0,0,-6544376,0,981973,0,0,0,981973,0,0,0,0,0,250577302,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,274920945,0,0,0,0,0,0,0,0,0,0,0,938294,0,0,0,0,0,0,0,0,0,0
258,12/31/2023 0:00:00,137,0,1515589,1390707,0,1,0,777967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20290896,33057167,22271597,22796998,0,98416658,0,0,0,1030359,0,0,0,1030359,0,0,0,0,0,288832804,0,0,0,0,0,0,0,0,07/01/2023,141523,337137122,0,0,0,0,0,0,0,0,0,0,0,2716977,0,0,0,0,0,0,0,0,0,0
262,12/31/2023 0:00:00,139,0,0,422877,0,1,0,137656,0,0,0,0,0,0,0,0,0,0,0,0,3585877,10184152,8186181,3082410,0,25038620,0,0,0,0,0,0,0,-2281169,0,73716,0,0,0,73716,0,0,0,0,0,70336528,0,0,0,0,0,0,0,0,05/01/2023,113251,73834636,0,0,0,0,0,0,0,0,0,0,0,428674,0,0,-10275,0,0,0,0,0,0,0
266,12/31/2023 0:00:00,143,0,361219,1063761,0,1,0,2455138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29500360,35339113,10163592,5477298,0,80480363,0,0,0,458005,0,0,0,458005,0,0,0,0,0,257296243,0,0,0,0,0,0,0,0,03/01/2023,1349187,307925455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,12/31/2023 0:00:00,149,0,0,1770705,1050340,1,0,271002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201105,0,0,0,201105,0,0,0,0,0,145768346,0,0,0,0,0,0,0,0,03/01/2023,116033,172709679,0,0,0,0,0,0,0,0,0,0,0,150025,0,0,0,0,0,0,0,0,0,0
277,12/31/2023 0:00:00,152,0,-9313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141717,239297,707555,481908,75278,1645755,0,0,0,0,0,0,0,-244135,0,0,0,0,0,0,0,0,0,0,0,1473402,0,0,0,0,0,0,0,0,,0,2356533,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,-5100,0,0,0,0,0,0,0
287,12/31/2023 0:00:00,154,0,548246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475000,0,0,0,0,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,11840867,0,0,0,0,0,0,0,0,,0,13398986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1208,0,0,0,0,0,0,0
288,12/31/2023 0:00:00,155,0,0,85615,0,1,0,11234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19946,0,0,0,19946,0,0,0,0,0,12703156,0,0,0,0,0,0,0,0,01/01/2023,0,14080967,0,0,0,0,0,0,0,0,0,0,0,104369,0,0,0,0,0,0,0,0,0,0
294,12/31/2023 0:00:00,160,0,-1568071,3645862,1334857,1,0,2008244,0,0,0,0,0,0,0,0,0,0,0,0,3482865,5553179,4269683,15661124,0,28966851,0,0,0,0,0,0,0,-4509245,0,1073400,0,0,0,1073400,0,0,0,0,0,415392700,0,0,0,0,0,0,0,0,01/01/2023,0,447663387,0,0,0,0,0,0,0,0,0,0,0,3448293,0,0,0,0,0,0,0,0,0,0
303,12/31/2023 0:00:00,166,0,0,758156,0,1,0,865857,0,0,0,0,0,0,0,0,0,0,0,0,8092731,11645161,10065857,1759880,0,31563630,2484000,496000,250000,0,0,3230000,0,-2482438,0,263740,0,0,0,263740,0,0,0,0,0,111239112,0,0,0,0,0,0,0,0,10/01/2023,640449,117659261,0,0,0,0,0,0,0,0,0,0,0,517185,0,0,0,0,0,0,0,0,0,0
306,12/31/2023 0:00:00,168,0,0,443546,0,1,0,632411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5565886,5340970,20935568,0,0,31842424,0,0,0,87993,0,0,0,87993,0,0,0,0,0,100571906,0,0,0,0,0,0,0,0,01/01/2023,516153,110511643,0,0,0,0,0,0,0,0,0,0,0,1035011,0,0,0,0,0,0,0,0,0,0
