"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
62826,12/31/2023 0:00:00,17079,0,0,0,0,21194431,0,0,24297046,0,21194431,0,0,0,0,0,0,0,0,0,0,82023,3,0,0,0,0,0,0,0,486781,0,339753,0,0,0,0,0,0,0,0,0,0,0,67612,0,0,0,0,0,0,0,0,323536,0,45212,209300,2043,39044,14189,0,0,0,0,15585,18370,4709906,0,0,3543472,0,0,0,0,255070,963192,0,0,0,0,0,669,0,2782,250,0,3701,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,826534,0,119594,33370,0,245479,0,0,0,0,0,0,0,0,0,0,106810,4734230,0,0,0,0,0,0,0,0,0,0,3036805,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62827,12/31/2023 0:00:00,17080,0,0,0,0,21111116,0,0,24330849,0,21111116,0,0,0,0,0,0,0,0,0,0,122023,3,0,0,0,0,0,0,0,720112,0,240329,0,0,0,0,0,0,0,0,0,0,0,149672,0,0,0,0,0,0,0,0,413765,24444,69829,131448,40664,62865,472851,0,0,0,0,0,43901,4958183,0,0,8369732,0,0,0,0,999849,1082414,0,0,0,0,86,2299,66,4077,724,0,7252,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,960441,0,461557,54921,0,32310,0,130418,0,0,0,0,0,0,0,0,493651,1497776,0,0,0,0,0,0,0,0,0,0,2743858,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62829,12/31/2023 0:00:00,17082,0,0,0,0,116977483,7520865,0,142200243,0,116977483,7520865,0,0,0,0,72,0,0,0,0,122023,3,0,0,0,0,0,0,0,5501544,0,1149656,0,0,0,0,0,0,0,0,0,0,0,1107987,0,0,0,0,0,0,0,0,3494166,76588,452273,589437,275542,243326,1695378,0,0,0,0,24006,316131,22580173,679586,0,21125393,0,0,0,0,4427876,3280468,0,0,8136,0,127,7986,273,16853,183,268,25690,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,6651200,0,3235317,1086328,0,1421896,0,516500,112010,0,0,0,0,0,0,0,1563883,8417641,0,0,0,0,0,0,0,0,0,0,16632045,1167,0,159262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,14303688,0,0,0,0,0,0,0,0,0,20761781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62840,12/31/2023 0:00:00,17093,0,0,0,0,760834,1228327,0,2187281,0,760834,1228327,0,0,0,0,24,0,0,0,0,122022,3,0,0,0,0,0,0,0,109913,0,12525,0,0,0,0,0,0,0,0,0,0,0,9143,0,0,0,0,0,0,0,0,63573,0,15256,29546,0,920,1167,0,0,0,0,520,26324,1119588,0,0,120749,0,0,0,0,0,244109,0,0,0,2649,70,1,0,573,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,122438,0,11792,45123,0,-110926,0,17110,32565,0,0,0,0,0,0,0,11395,400073,0,0,0,0,0,0,0,0,0,0,163182,746,0,0,0,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62841,12/31/2023 0:00:00,17094,0,0,0,0,45768305,5220397,345929,63734149,0,47225585,5981112,3318929,0,0,0,0,0,0,0,0,32023,2,0,0,0,0,0,0,0,2417505,0,368914,0,0,0,0,0,0,0,0,0,0,0,474358,0,0,0,0,0,0,0,0,828599,34035,97159,163918,92027,80379,1041217,0,0,0,0,10541,42676,20866362,0,0,6506098,0,0,0,0,0,4240412,0,0,-4032,0,545,1531,72,3350,0,0,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,2786419,0,483869,937910,0,-88670,0,24299,0,0,0,0,0,0,0,0,398310,4347528,0,0,0,0,0,0,0,0,0,0,6658670,1045,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62847,12/31/2023 0:00:00,17100,0,0,0,0,151521925,4178257,1782105,172709574,0,151521925,4178257,1782105,0,0,0,49,0,0,0,0,92023,3,0,0,0,0,0,0,0,8494108,0,512538,0,0,0,0,0,0,0,0,0,0,0,633604,0,0,0,0,0,0,0,0,4624479,158692,580012,897005,313173,528013,3134158,0,0,0,0,3798,66822,36005887,0,0,12562441,0,0,0,0,4788404,13225656,0,0,0,272125,1422,9138,316,12727,127,869,24599,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,9006646,0,2953356,1359173,0,29342,0,100000,0,0,0,0,0,0,0,0,3541194,13065615,0,0,0,0,0,0,0,0,0,0,13363588,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,20459973,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62848,12/31/2023 0:00:00,17101,0,0,0,0,988631257,104473340,30992676,1367572263,0,988631257,104473340,30992676,0,0,0,315,0,0,0,0,122023,2,0,0,0,0,0,0,0,53637873,0,4456277,0,0,0,0,0,0,0,0,0,0,0,9327285,0,0,0,0,0,0,0,0,25478322,712612,4892082,12051924,2668703,3152321,1075922,0,0,0,0,0,1689155,127534242,0,0,125190963,0,0,0,0,0,48148951,0,0,0,594992,9220,36986,3655,80724,1699,7891,140175,0,0,0,0,0,0,0,0,0,0,0,0,0,256,7,0,0,0,0,0,72554,58094150,0,17769788,21353272,646,380780,0,1950255,1734726,4,0,0,0,0,0,0,9067713,52558210,0,0,0,0,0,0,0,0,0,0,131182793,959,0,65202627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8641,212800980,0,0,0,0,0,0,0,100000000,100000000,459794358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62854,12/31/2023 0:00:00,17107,0,0,0,0,313665701,2407049,16076,358164767,0,313665701,2407049,16076,0,0,0,503,0,0,0,0,32023,3,0,0,0,0,0,0,0,6569938,0,7575697,0,0,0,0,0,0,0,0,0,0,0,1064377,0,0,0,0,0,0,0,0,3900910,20106,852317,1915328,122689,528852,93785,0,0,0,0,69000,85807,31155940,0,0,21911333,0,0,0,0,5642730,3008664,0,0,0,533558,1915,8336,270,19255,0,0,29776,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,0,0,0,14145635,0,1636635,6222630,0,1639084,0,714111,113601,0,0,0,0,0,0,0,1323651,7409482,0,0,0,0,0,0,0,0,0,0,39893326,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132513,10925218,0,0,0,0,0,5000000,0,0,5000000,110443922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62855,12/31/2023 0:00:00,17108,0,0,0,0,12383661,0,0,15096404,0,12383661,0,0,0,0,0,0,0,0,0,0,22023,3,0,0,0,0,0,0,0,625908,0,108064,0,0,0,0,0,0,0,0,0,0,0,5485,0,0,0,0,0,0,0,0,260330,0,27656,90213,0,4670,78062,0,0,0,0,0,0,1718025,0,0,276825,0,0,0,0,0,4524152,0,0,0,0,0,0,0,1565,274,0,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,733972,0,36161,229887,0,24789,0,41666,54451,0,0,0,0,0,0,0,180,1706733,0,0,0,0,0,0,0,0,0,0,2649089,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62872,12/31/2023 0:00:00,17125,0,0,0,0,238268095,4711182,694055,282646387,0,238268095,4711182,694055,0,0,0,550,0,0,0,0,32023,3,0,0,0,0,0,0,0,13701099,0,788072,0,0,0,0,0,0,0,0,0,0,0,1625345,0,0,0,0,0,0,0,0,6389485,272098,868525,1363621,632271,1173931,2896462,0,0,0,0,18422,453913,57562254,1033771,0,25770668,0,0,0,0,9287660,13727938,0,0,151449,0,1926,14037,608,20939,2434,1300,41244,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,14623681,0,6029005,2955477,0,2525769,0,0,0,0,0,0,0,0,0,0,4739577,9525544,0,0,0,0,0,0,0,0,0,0,29329080,1036,0,0,0,88398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,31881146,0,0,0,0,0,7000000,0,0,7000000,136660306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62877,12/31/2023 0:00:00,17129,0,0,0,0,8494367,8869,0,9808978,0,8494367,8869,0,0,0,0,11,0,0,0,0,122022,2,0,0,0,0,0,0,0,274811,0,181667,0,0,0,0,0,0,0,0,0,0,0,96494,0,0,0,0,0,0,0,0,157258,1628,85395,144547,4726,24884,35570,0,0,0,0,2039,6197,2663578,0,0,1154591,0,0,0,0,135350,745018,0,0,0,63730,50,445,0,1157,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,456478,0,195993,16893,0,149834,0,138940,0,0,0,0,0,0,0,0,201441,1473808,0,0,0,0,0,0,0,0,0,0,1282169,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62878,12/31/2023 0:00:00,17130,0,0,0,0,35175778,801589,99942,43564878,0,35175778,801589,99942,0,0,0,2,0,0,0,0,92023,3,0,0,0,0,0,0,0,1250135,0,855100,0,0,0,0,0,0,0,0,0,0,0,108231,0,0,0,0,0,0,0,0,605791,4624,103698,367313,56376,110621,110982,0,0,0,0,11148,4491,6084401,0,0,1971300,0,0,0,0,946772,753107,0,0,0,0,213,1222,85,2283,0,94,3897,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2105235,0,366798,427627,0,667809,0,0,0,0,0,0,0,0,0,0,235530,12664904,0,0,0,0,0,0,0,0,0,0,7220617,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43675,0,0,0,0,0,0,0,0,0,3068715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,12/31/2023 0:00:00,17133,0,0,0,0,599448710,20365087,7041975,743178597,0,599448710,20365087,7041975,0,0,0,203,0,0,0,0,122023,3,0,0,0,0,0,0,0,29856915,0,1724900,0,0,0,0,0,0,0,0,0,0,0,3931687,0,0,0,0,0,0,0,0,15837974,525442,3447803,7620271,1856602,1939370,317105,0,0,0,0,40929,246242,160179086,4802009,0,186991210,0,0,0,0,8866005,8978322,0,0,211057,0,1383,24240,2050,83765,1581,5178,118197,0,0,0,0,0,0,0,0,0,0,0,0,0,168,4,0,0,0,0,0,0,31581815,0,11877917,6396122,0,3492455,0,600000,0,0,0,0,0,0,741590329,0,5594711,19114057,0,0,0,0,0,0,0,0,0,0,64996448,873,0,0,0,473449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14383,333867124,0,0,0,0,0,48000000,2000000,0,50000000,177692611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62882,12/31/2023 0:00:00,17134,0,0,0,0,3084466120,138709579,24459863,3757761710,0,3084466120,138709579,24459863,0,0,0,594,0,0,0,0,122022,3,0,0,0,0,0,0,0,140547712,0,11500844,0,0,0,0,0,0,0,0,0,0,0,9224429,0,0,0,0,0,0,0,0,47233411,718697,6613062,3236811,4683952,1963576,15727875,0,0,0,0,0,3700136,557237432,61040277,0,218776736,0,0,0,0,0,16800499,0,0,211795,121,23514,89947,6106,118045,0,12049,249661,0,0,0,0,0,0,0,0,0,0,0,0,0,397,9,0,0,0,0,0,0,152048556,0,23517868,66528185,0,20926603,0,444064,1128158,0,0,0,0,0,0,0,26773721,168041632,0,0,0,0,0,0,0,0,1219123,0,366620667,975,0,251189895,0,0,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38505,866160128,0,0,0,0,0,35000000,100377500,1284139,136661639,577137598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9603540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62894,12/31/2023 0:00:00,17145,0,0,0,0,46938650,1248834,261200,55615181,0,46938650,1248834,261200,0,0,0,7,0,0,0,0,12024,3,0,0,0,0,0,0,0,1475945,0,357930,0,0,0,0,0,0,0,0,0,0,0,860991,0,0,0,0,0,0,0,0,777568,4542,165973,194897,26956,58605,368520,0,1224,0,0,26226,314907,15425782,0,0,4876764,0,0,0,0,656143,1375031,0,0,0,0,164,4437,142,9881,549,0,15173,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,1833875,0,860991,160459,0,568961,0,187449,9971,0,0,0,0,0,0,0,1386583,4441181,0,0,0,0,0,0,0,0,0,0,6919634,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,129668,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62895,12/31/2023 0:00:00,17146,0,0,0,0,12071644,0,0,15123780,0,12071644,0,0,0,0,0,8,0,0,0,0,62023,3,0,0,0,0,0,0,0,421362,0,199943,0,0,0,0,0,0,0,0,0,0,0,27436,0,0,0,0,0,0,0,0,270964,4325,43966,108201,2150,11585,25342,0,0,0,0,3663,12939,3925358,0,0,1904166,0,0,0,0,0,181400,0,0,0,16800,0,547,0,1436,0,0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,621305,0,103060,85494,0,156836,0,54200,0,0,0,0,0,0,0,0,163689,924756,0,0,0,0,0,0,0,0,0,0,2851838,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40964,791741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62896,12/31/2023 0:00:00,17147,0,0,0,0,443234,0,0,503426,0,443234,0,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,8078,0,10704,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,15502,0,0,1860,0,2776,0,0,0,0,0,250,98,108728,0,0,55745,0,0,0,0,0,20865,0,0,0,8908,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18782,0,9398,2270,0,5424,0,0,0,0,0,0,0,0,0,0,0,61034,0,0,0,0,0,0,0,0,0,0,60161,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62897,12/31/2023 0:00:00,17148,0,0,0,0,288864443,3061995,1753947,429367104,0,313106443,3061995,1753947,0,0,0,0,0,0,0,0,92023,3,0,0,0,0,0,0,0,17413879,0,1003641,0,0,0,0,0,0,0,0,0,0,0,1225116,0,0,0,0,0,0,0,0,5762351,169743,523150,2475090,438240,899601,472223,0,0,0,0,34499,600177,24911992,0,0,10170011,0,0,0,0,0,2207115,0,0,2095,0,2032,13537,579,26148,1353,289,43943,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,18417520,0,4588770,8183608,0,3245115,250000,0,0,0,0,0,0,0,0,0,962218,20568444,0,0,0,0,0,0,0,0,0,0,35285433,821,0,0,0,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94267,10323411,0,0,0,0,0,61700000,20000000,0,81700000,191867580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62903,12/31/2023 0:00:00,17154,0,0,0,0,488454714,32606420,1058809,633689659,0,488454714,32606420,1058809,0,0,0,109,0,0,0,0,122022,2,0,0,0,0,0,0,0,17000011,0,2061498,0,0,0,0,0,0,0,0,0,0,0,2725602,0,0,0,0,0,0,0,0,19737076,191325,1188712,4656778,764738,415673,1757117,0,-34111,0,0,59675,446552,163135670,4648594,0,88597429,0,0,0,0,6055912,5572860,0,0,0,0,3610,15988,852,39385,160,2300,62295,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3,0,0,0,0,0,0,19061509,0,-45986701,5730070,0,-63973397,0,682210,0,0,0,0,0,0,0,0,13011576,40248703,0,0,0,0,0,0,0,0,0,0,81087746,1278,0,0,0,88968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906,210275186,0,0,0,0,0,3500000,10500000,13500000,27500000,91160976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62905,12/31/2023 0:00:00,17155,0,0,0,0,390461981,30216278,5239026,491175539,0,390461981,30216278,5239026,0,0,0,731,0,0,0,0,122022,2,0,0,0,0,0,0,0,19603167,0,1730694,0,0,0,0,0,0,0,0,0,0,0,7072333,0,0,0,0,0,0,0,0,12329714,251558,1455736,6691714,958515,1064224,738329,0,15638,0,0,47805,733146,124639641,0,0,32230645,0,0,0,0,22177502,5291673,0,0,-14831,0,4789,33232,690,57036,1933,1515,99195,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,0,0,0,0,0,0,21333861,0,12500319,5069782,0,1140067,643000,465400,0,0,0,0,0,477598659,0,0,6988523,6893985,0,0,0,0,0,0,0,0,0,0,66363715,1387,0,44971031,0,1732983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4735,92321080,0,0,0,0,0,2500000,1000000,0,3500000,245656242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62918,12/31/2023 0:00:00,17168,0,0,0,0,214529129,12775398,1194166,260872184,0,214529129,12775398,1194166,0,0,0,135,0,0,0,0,122022,3,0,0,0,0,0,0,0,7227454,0,1986116,0,0,0,0,0,0,0,0,0,0,0,892101,0,0,0,0,0,0,0,0,4304198,143534,584010,1596857,260812,340060,876871,0,0,0,0,40000,73613,47948383,0,0,15595702,0,0,0,0,1049786,4289941,0,0,-52946,0,2315,11672,401,23759,265,840,39252,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,0,0,0,0,9213570,0,2743107,1554775,0,1316825,161,0,0,0,0,0,0,0,0,0,2766129,20717287,0,0,0,0,0,0,0,0,0,0,24960139,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,22705934,0,0,0,0,0,5200000,0,0,5200000,58620664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
