"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
146,12/31/2023 0:00:00,74,WISe,312000,0,535538,0,0,0,0,0,0,0,0,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55204,0,0,0,0,0,0,0
147,12/31/2023 0:00:00,75,WISE,347382,0,536214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17835,0,0,0,0,0,0,0
150,12/31/2023 0:00:00,77,WISe,0,0,16364180,90513063,2651098,2651098,0,0,936374,0,0,25556986,31109899,990053,114774,0,0,0,0,0,0,20330,113269,0,0,0,0,0,0,0,0,0,0,0,0,713972,72644,0,0,0,0,0,0,84079,1500,2495,360903,304456,300646,159572,0,764674,102,74990,246605,0,0,0,0,0,0,0,0,0,98986,0,0,0,98986,1,317490,168262,20728,474132,0,663122,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981373,98986,0,1993348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,6113408,0,0,0,0,93,963133,0,16499274,0,0,0,0,0,0,0
151,12/31/2023 0:00:00,78,WISe,0,0,48276943,111895219,5829607,5846532,0,0,147515,0,0,41861227,0,2256242,527108,30415,5,0,0,0,0,56438,72817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248541,0,0,1249153,647785,852985,199654,0,1700424,186,188057,330476,0,50976,75716,0,0,0,75716,1,12251419,3149708,480098,287951,184741,4102498,45,2465789,844071,492542,453256,0,1789869,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5484354,0,0,4375090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,116537709,0,0,0,0,0,36581034,0,0,201386415,0,0,0,0
153,12/31/2023 0:00:00,80,WISe,300000,243,433557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,19651,0,0,0,0,0,0,0
159,12/31/2023 0:00:00,83,WISe,0,0,36047417,361142549,16783700,17933700,0,8000,220475,0,684999,75915672,200747259,9800286,1302781,697389,348187,96517,4549,0,5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348809,18957,0,0,0,0,7835684,924787,296388,2721,194744,1712248,1546921,1545753,193244,0,3285918,390,262314,2086867,0,947088,595675,609160,207549,0,1412384,65,7682295,1931013,1271882,283397,72313,3558605,40,1365006,782980,487999,41709,0,1312688,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047717,0,0,0,0,0,3,0,240085,0,0,0,240085,0,0,0,0,0,0,0,0,250513,183334,22156,0,256339,10,0,12395,0,0,0,12395,1,10117,138070,15368,0,0,153438,4,8141022,306584,2265237,15371127,490133,50849,0,0,0,0,100000000,-478337,0,0,0,0,0,0,0,0,0,0,3303,43408853,0,0,0,0,1147,28045032,0,72890702,2640569,0,142271358,60719262,121809615,385854,182914731
162,12/31/2023 0:00:00,85,WISe,21946883,624298,43255010,19650000,616990,616990,0,0,0,0,0,2296994,0,315189,20433,6799,271,0,0,0,0,0,9650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26132,0,0,152699,44981,28956,0,0,73937,9,30628,6794,0,12217,6046,2845,2344,0,11235,8,886854,0,335298,0,0,335298,1,610548,0,174907,0,0,174907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114581,19198,0,603453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6563035,0,0,0,0,0,0,0
167,12/31/2023 0:00:00,87,WISe,29582976,0,98253387,56428706,7297832,8797832,0,108074,50632,0,934,19678565,27383806,66574,32733,14261,10089,44000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5874,101,0,0,0,0,0,0,4167,0,0,56333,21260,18495,0,0,39755,22,0,64956,0,15263,0,19666,4316,0,23982,2,1332665,368666,184749,88501,0,641916,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459049,4951,0,462949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39375,15359565,0,-9209,10721206,9311937,10194375,19738,19526050
168,12/31/2023 0:00:00,88,WISe,9483000,0,11583438,744531,0,49316,0,0,0,0,0,331987,0,213,3108,35206,4509,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814,7833,0,0,0,7833,1,22350,5020,0,41175,0,6002,0,0,6002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,6884153,0,0,0,0,333,3272840,0,1339635,0,0,0,0,0,0,0
169,12/31/2023 0:00:00,89,WISe,301297,0,1242593,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819,0,0,15687,4025,19712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,91218,0,0,0,0,0,0,0
174,12/31/2023 0:00:00,91,WISe,4633781,0,33752691,26096063,1888000,2525443,674768,0,166300,50000,124205,5918331,1752066,2274031,315941,159214,39426,7186,0,0,0,64371,11680,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19868,274,0,0,120286,10703,0,745571,282299,808741,105356,0,1196396,329,18650,901043,0,213783,23148,243096,54301,2294,322839,29,706827,724865,375128,68620,0,1168613,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57636,0,57636,1,0,0,0,0,0,0,0,0,0,2606,9231,0,11837,2,2080994,0,0,6662255,69473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17973672,0,0,0,0,0,0,0
176,12/31/2023 0:00:00,92,WISE,0,0,171145086,526700512,0,907843,0,0,0,0,72500,37256851,0,1083314,278826,12730,2090,13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43594,0,0,206367,55331,82108,210,0,137649,59,19217,361490,0,52804,38376,85234,0,0,123610,4,2918018,467968,872163,148613,527781,2016525,8,135051,7295,37878,0,0,45173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993271,1977265,0,3029361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44199305,0,0,152257688,0,16124375,13534,16137909
187,12/31/2023 0:00:00,100,WISe,6696000,0,14977794,1240000,0,196213,0,0,0,0,0,556294,625224,101670,41745,82240,5168,0,0,0,0,14166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32156,28600,20029,0,0,48629,6,11857,13092,0,141930,0,69231,0,0,69231,3,0,0,46288,17181,0,63469,2,16870,0,0,0,0,0,0,41365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53549,0,0,267728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335417,0,0,0,0,0,0,0
195,12/31/2023 0:00:00,104,WISe,0,0,1272395,0,0,6961,0,0,27000,0,0,10310,0,8842,8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,44550,0,0,1168,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46886,0,0,108207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,123648,0,0,0,0,0,0,0,666157,0,0,0,0,0,0,0
196,12/31/2023 0:00:00,105,WISe,0,0,170490525,205018704,28052793,30283429,0,0,1193533,0,0,78455476,91592897,1932267,1121668,709555,128162,0,0,54075,277614,7587,4514,0,0,0,0,0,0,0,0,0,0,0,0,50695,0,0,0,0,0,0,0,1175293,0,20121,250202,148246,364564,0,0,512810,106,1362654,3484148,0,267218,147863,240545,83842,33197,505447,18,6886094,3829444,1566930,184989,639225,6220588,33,3279914,985599,407583,963796,311953,2668931,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888021,0,0,0,0,0,0,0,0,63709,0,0,63709,1,0,0,0,0,0,0,0,54050,116599,0,65865,367109,9,0,0,0,0,0,0,0,0,50000,0,0,0,50000,1,11388013,8573,0,10005055,246173,184645,0,0,0,0,31000000,3101986,0,0,0,0,0,0,0,0,0,0,39921,986264260,2981,95011651,0,0,2597,38325562,0,93519623,950419,0,520158975,7834792,40465512,0,48300304
198,12/31/2023 0:00:00,107,WISe,13640000,0,15753582,13736013,0,33333,0,0,0,0,0,2257329,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5007,5007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8711171,0,0,0,0,0,689009,0,0,0,0,0,0,0
199,12/31/2023 0:00:00,108,WISe,0,0,9527162,43010083,94800,568101,0,0,77361,0,0,1776740,0,206379,33266,2774,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52962,6629,0,0,0,6629,3,38599,4479,0,0,0,0,0,0,0,0,348652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49707,0,0,63836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3206,52524499,0,0,0,0,0,0,0,6317755,0,0,0,0,0,0,0
200,12/31/2023 0:00:00,109,WISe,5431015,0,5810816,0,0,64797,0,0,0,0,0,25206,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366644,0,0,0,0,0,0,0
205,12/31/2023 0:00:00,112,WISe,10490000,0,29005339,54436450,112400,1683819,0,354028,0,0,142370,3732151,0,52999,5079,1261,0,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55498,0,0,86558,7451,2278,0,0,9729,3,18199,156742,0,756,0,0,0,0,0,0,1156302,92753,166220,53769,83316,396058,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330643,0,0,483814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4660,83273151,0,0,0,0,0,0,0,7942108,0,0,0,0,0,0,0
216,12/31/2023 0:00:00,116,WISe,36605081,0,39255226,19040391,0,0,0,0,0,0,0,1098310,0,0,0,0,0,0,0,0,4200,29897,17836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6831,0,0,0,0,62639,3310,0,65949,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20308,20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6831,0,0,110422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055745,0,60171,0,0,0,0,0
220,12/31/2023 0:00:00,117,WISe,7440000,0,16611837,1987318,0,214221,0,0,0,0,0,94692,0,32044,1711,11350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57950,3627,0,0,0,3627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015450,0,0,0,0,0,0,0
224,12/31/2023 0:00:00,119,WISe,8469000,0,26452332,5196636,0,1551898,0,0,179830,0,0,10357960,0,618649,171479,1413,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8469,14062,9585,125197,117202,171189,11679,0,300070,133,30911,183780,0,38550,7605,19448,5170,0,32223,9,8096,0,0,0,0,0,0,115550,0,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371614,25505,0,689910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,34588176,0,0,0,0,0,0,0,8509144,0,0,0,0,0,0,0
227,12/31/2023 0:00:00,121,WISe,996000,0,682655735,3116861111,109818000,115893502,8151879,639871,21219105,0,112689119,1730289105,1155762706,298248034,29941785,29158408,1623284,636614,0,2404465,366190,0,0,0,0,0,0,0,0,0,0,8553,0,0,0,0,632484,0,0,0,0,63430062,6833675,24148416,0,1293576,33595834,26160833,21922310,270370,24672,48378185,6428,7642959,38915788,0,9300020,3735123,5093069,207266,159372,9194830,333,83009791,17118460,20646268,9663263,6903236,54331227,133,18938327,9867428,10449527,7837261,7238829,35393045,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119279,1119279,2,0,0,0,0,0,0,0,1562000,1726593,5178572,38098762,45003927,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128882583,397059,18671532,242748206,272839807,0,350000000,4817226,0,0,9657132080,177004467,0,0,0,0,341086187,860247,0,0,0,0,51986,908024825,14606,9971659704,0,0,34174,431940433,0,1049710191,10966045,-813039,8487609848,157003600,2958895788,23272668,3139172056
233,12/31/2023 0:00:00,124,WISe,742000,0,15675996,15520925,695453,695453,0,0,9375,0,0,4780502,0,287316,74928,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52440,515,0,124795,33451,11660,0,0,45111,10,0,50994,0,0,0,0,0,0,0,0,1019772,0,486101,37914,169087,693102,5,381174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137400,642689,0,11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,25573018,0,0,0,0,0,0,0,5605910,0,0,0,0,0,0,0
234,12/31/2023 0:00:00,125,WISe,9209000,0,22907153,28485000,0,469978,0,0,0,0,0,379779,0,0,0,1010,62,38398,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757,0,0,0,0,0,0,12809,14638,0,0,0,0,0,0,0,0,48709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948378,0,0,0,0,0,0,0
240,12/31/2023 0:00:00,128,WISe,6641000,0,34032085,4982309,218715,720241,0,0,0,0,0,359123,0,21118,18333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13789,0,0,21220,0,13274,7146,0,20420,7,11080,5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29024,0,27678,0,0,27678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30355,0,0,67193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,14407890,0,0,0,0,0,0,0,3201252,0,0,0,0,0,0,0
242,12/31/2023 0:00:00,129,WISe,6489632,0,17922514,20438507,57200,170499,0,0,55730,0,0,7961751,0,239827,39071,313826,47205,0,700,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,50163,31493,21843,0,0,53336,27,0,231016,0,305611,113551,119878,22848,0,256277,25,443621,100702,29824,0,0,130526,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477484,0,0,1452080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838648,0,0,0,0,0,0,0
256,12/31/2023 0:00:00,136,WISe,2362708,0,12993143,79272676,1270600,1270600,0,0,0,0,11016,7811218,5544688,135642,13128,29177,0,0,0,0,0,27186,9143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94525,43958,177765,51844,0,273567,31,20238,471903,0,200185,0,13892,65452,0,79344,3,368658,1573,129573,0,0,131146,3,48306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537672,15548,0,398076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,34257607,0,0,0,0,0,0,0,8569051,0,0,0,0,0,0,0
