"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
86063,12/31/2023 0:00:00,21919,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,16558220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12888382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92963,92963,26551472,0,-92963,-92963,0,0,0,0,0,5636688,0,45780,45780,0,0,0,0,0,0,0,77122049,-47183,-47183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77122049,0,0,92963,39,8087108,915000,11,1828924,0,0,0,0,8,568847,0,2,244938,0,10729817,915000,30,1434948,645000,7,319310,0,0,0,0,28,1271978,220127,3026236,865127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,13756053,1780127,2405074,67656704,67656704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37718
86752,12/31/2023 0:00:00,21921,WISe,0,0,0,8709872,0,7459872,0,0,0,1250000,0,0,0,176616513,0,176616513,167906641,7459872,0,0,0,0,1250000,0,0,0,127103847,126767647,0,336200,0,105147299,105098646,48653,347559958,0,347559958,2175593,0,316701259,27465421,1217685,264497891,0,264497891,0,0,264497891,0,0,0,9390197,9390197,834918798,0,834918798,-7214604,0,126767647,316701259,397398158,1266338,62310094,0,62310094,0,62310094,0,0,0,0,0,0,1172632792,1172632792,255886277,10021389,126767647,316701259,460739882,1266338,0,0,1250000,0,0,770553434.55,2004277.8,63383823.5,237525944.25,460739882,1899507,0,0,5000000,0,0,19524480,19524480,5133916,116997,34077,4982842,4245486,4245486,0,0,33668053,33668053,10726245,0,22941808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62571935,0,0,0,0,10843242,34077,51694616,0,57141794.75,0,0,0,5421621,25557.75,51694616,0,1235204727,827695229.3,1945,9390197,283,75894353,12044348,95,9550999,1455000,0,0,0,0,0,0,114,41658494,7485825,127103846,20985173,131,9050942,2127641,0,0,0,0,0,0,1967,96096357,39767272,105147299,41894913,37,6853495,2845900,0,0,0,0,0,0,0,0,0,6853495,2845900,2627,239104640,65725986,137758678,1023310510,1023310510,0,4,47257582,0,0,52,16386488,52,0,0,0,0,0,0,0,0,0,166511030,1419,0,0,0,0,0,0,0,0,0
86755,12/31/2023 0:00:00,21924,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,94309856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92342257,0,0,0,0,0,0,0,10597915,0,0,0,0,0,0,0,0,946952,946952,136801670,0,-946952,-946952,0,0,0,0,0,14068705,0,0,0,0,0,0,0,0,0,0,282462445,-946952,-946952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282462445,0,0,946952,117,20606137,2211803,18,1230091,913079,169,11765222,0,0,0,0,20,1207000,0,34808450,3124882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,34808450,3124882,2072464,264000753,264000753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800000,0,0
86756,12/31/2023 0:00:00,21925,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,25982339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17935071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106661,106661,47194065,0,-106661,-106661,0,0,0,0,0,8220990,0,0,0,0,0,0,0,0,0,0,119012102,-106661,-106661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119012102,0,0,106661,141,22812606,2394000,69,4642501,0,4,390623,0,0,0,0,0,0,0,27845730,2394000,39,1293662,90000,0,0,0,0,0,0,10,226264,15000,1519926,105000,5,47657,0,0,0,0,0,0,0,0,0,0,47657,0,268,29413313,2499000,805510,106299906,106299906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11982
95008,12/31/2023 0:00:00,23031,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,1169460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604475,0,0,0,0,0,0,0,8642462,0,0,0,0,0,0,0,0,787000,787000,61498180,0,-787000,-787000,0,0,0,0,0,14197772,0,0,0,0,0,0,0,0,0,0,95661283,-787000,-787000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95661283,0,0,787000,136,14996415,1510725,43,3868539,0,0,0,0,0,0,0,0,0,0,18864954,1510725,93,1669796,655145,6,425585,415230,0,0,0,118,5077908,418675,7173289,1489050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,26038243,2999775,13761248,83636456,83636456,0,0,0,0,0,22,2767918,22,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272862
95015,12/31/2023 0:00:00,23038,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,39267276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145978415,0,0,0,0,0,0,0,5198539,0,0,0,0,0,0,0,0,6823672,6823672,311062697,0,-6823672,-6823672,0,0,0,0,0,26994921,0,46011,46011,0,0,0,0,0,0,0,417769461,-6777661,-6777661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417769461,0,0,6823672,457,80568608,4012613,378,46782247,1236784,0,0,0,2,816038,0,0,0,0,128166893,5249397,351,12256302,4435711,0,0,0,0,0,0,834,26286220,6501794,38542522,10937505,55,2090940,395000,0,0,0,0,0,0,172,5055108,846149,7146048,1241149,2249,173855463,17428051,30870930,377692313,377692313,0,0,0,1347,24962246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18648493,0,1370457
95042,12/31/2023 0:00:00,23065,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17113294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245824,245824,30630920,0,-245824,-245824,0,0,0,0,0,1073375,0,0,0,0,0,0,0,0,0,0,40051814,-245824,-245824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40051814,0,0,245824,161,11141693,2329899,21,678226,143600,0,0,0,0,0,0,1,52218,0,11872137,2473499,0,0,0,0,0,0,0,0,0,62,1891313,319000,1891313,319000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,13763450,2792499,1943531,36285138,36285138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165379
95052,12/31/2023 0:00:00,23075,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,21753599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48485222,0,0,0,0,0,0,0,475936,0,0,0,0,0,0,0,0,674432,674432,118991905,0,-674432,-674432,0,0,0,0,0,12841435,0,0,0,0,0,0,0,0,0,0,156698184,-674432,-674432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156698184,0,0,674432,70,23776705,150000,12,1284654,0,0,0,0,3,616023,0,37,30854977,15915292,56532359,16065292,1,96361,0,0,0,0,0,0,0,134,14076459,7096134,14172820,7096134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,70705179,23161426,24745932,135120073,135120073,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95071,12/31/2023 0:00:00,23094,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,3268000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236743287,0,0,0,0,0,0,0,4868719,0,0,0,0,0,0,0,0,1599556,1599556,279956117,0,-1599556,-1599556,0,0,0,0,0,16666884,0,0,0,0,0,0,0,0,0,0,320803823,-1599556,-1599556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320803823,0,0,1599556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,39943667,10362373,39943667,10362373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,39943667,10362373,0,290010181,290010181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,3460038,0,0,0,0,0,0,0,0,0,0,0,0
95072,12/31/2023 0:00:00,23095,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,9893494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8336029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73233,73233,13604272,0,-73233,-73233,0,0,0,0,0,1298108,0,0,0,0,0,0,0,0,0,0,30762020,-73233,-73233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30762020,0,0,73233,15,5127860,750000,1,131409,0,0,0,0,0,0,0,0,0,0,5259269,750000,0,0,0,0,0,0,0,0,0,2,82206,0,82206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5341475,750000,0,27672318,27672318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11006
95073,12/31/2023 0:00:00,23096,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,2020207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4835088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159746,159746,7183912,0,-159746,-159746,0,0,0,0,0,766142,0,0,0,0,0,0,0,0,0,0,18459961,-159746,-159746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18459961,0,0,159746,37,2508570,0,0,0,0,0,0,0,0,0,0,0,0,0,2508570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2508570,0,0,16787529,16787529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95107,12/31/2023 0:00:00,23126,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,32399513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74801558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036813,1036813,97892225,0,-1036813,-1036813,0,0,0,0,0,6390921,0,0,0,0,0,0,0,0,0,0,149178454,-1036813,-1036813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149178454,0,0,1036813,57,6754418,2194955,107,6212823,3019600,0,0,0,0,0,0,130,2354904,60000,15322145,5274555,8,64728,0,0,0,0,135,5266821,4943800,174,3473786,159300,8805335,5103100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,24127480,10377655,13449441,135398271,135398271,0,0,0,0,0,8,1371955,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138716
95742,12/31/2023 0:00:00,23704,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,17725508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8499774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44016,44016,8456381,0,-44016,-44016,0,0,0,0,0,565831,0,0,0,0,0,0,0,0,0,0,29317053,-44016,-44016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29317053,0,0,44016,0,0,0,1,623,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,623,0,0,21992207,21992207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95786,12/31/2023 0:00:00,23747,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,116562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4337778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66760,66760,8307034,0,-66760,-66760,0,0,0,0,0,1130236,0,0,0,0,0,0,0,0,0,0,16612050,-66760,-66760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16612050,0,0,66760,12,1803338,0,5,618178,0,0,0,0,0,0,0,0,0,0,2421516,0,32,1614499,0,0,0,0,0,0,525000,0,0,0,1614499,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4036015,525000,0,9792984,9792984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95802,12/31/2023 0:00:00,23763,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,49013678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48131555,0,0,0,0,0,0,0,20018917,0,0,0,0,0,0,0,0,1210578,1210578,90019007,0,-1210578,-1210578,0,0,0,0,0,11575931,0,0,0,0,0,0,0,0,0,0,171645468,-1210578,-1210578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171645468,0,0,1210578,99,9937218,0,53,3560799,96659,0,0,0,0,0,0,0,0,0,13498017,96659,201,7627679,3526458,0,0,0,11,147359,0,67,1806058,377694,9581096,3904152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,23079113,4000811,3185115,151689495,151689495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125112
95821,12/31/2023 0:00:00,15472,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,6354491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23106686,0,0,0,0,0,0,0,14984612,0,0,0,0,0,0,0,0,223991,223991,48696147,0,-223991,-223991,0,0,0,0,0,7050656,0,0,0,0,0,0,0,0,0,0,68952079,-223991,-223991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68952079,0,0,223991,39,6154123,626400,20,2322301,79000,3,523635,0,1,10839,0,5,407021,0,9417919,705400,1,18352,0,0,0,0,0,0,0,62,1392569,114000,1410921,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,10828840,819400,2372069,59179563,59179563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95826,12/31/2023 0:00:00,19534,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,40212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15305093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608938,608938,14696155,0,-608938,-608938,0,0,0,0,0,1472599,0,0,0,0,0,0,0,0,0,0,28194609,-608938,-608938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28194609,0,0,608938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21561340,21561340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
96066,12/31/2023 0:00:00,24077,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43779,0,0,0,0,0,0,0,0,2182,0,0,0,0,0,0,0,0,0,0,380470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129149,129149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96071,12/31/2023 0:00:00,24103,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,317446624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203258154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3210810,3210810,560934367,0,-3210810,-3210810,0,0,0,0,0,51218543,0,0,0,0,0,0,0,0,0,0,1000837836,-3210810,-3210810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000837836,0,0,3210810,301,95892447,10230650,740,89011371,2908000,99,37375019,2025350,233,96465034,39037400,0,0,0,318743871,54201400,44,1955892,1375437,0,0,0,0,0,0,731,40187260,27050057,42143152,28425494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,360887023,82626894,0,861789048,861789048,0,0,0,0,0,22,6039500,17,0,5,2014000,69,0,0,0,0,1,95507683,954,0,0,0,0,0,0,0,0,494565
96084,12/31/2023 0:00:00,1621,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,454411971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31030845,0,0,0,0,0,0,0,10511080,0,0,0,0,0,0,0,0,1131792,1131792,271176116,0,-1131792,-1131792,0,0,0,0,0,20778499,0,0,0,0,0,0,0,0,0,0,808422618,-1131792,-1131792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808422618,0,0,1131792,897,205324463,53484532,151,18622932,5702627,0,0,0,1,136515,0,0,0,0,224083910,59187159,112,6682073,4263484,0,0,0,0,0,0,0,0,0,6682073,4263484,18,1329634,180750,0,0,0,0,0,0,0,0,0,1329634,180750,1179,232095617,63631393,15129728,723245364,723245364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96652,12/31/2023 0:00:00,25206,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21021,21021,930478,0,-21021,-21021,0,0,0,0,0,22836,0,0,0,0,0,0,0,0,0,0,1340636,-21021,-21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340636,0,0,21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160234,1160234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
