"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
12546,12/31/2023 0:00:00,6269,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377826,77145,0,0,0,1454971,0,0,0,0,1034,0,0,0,0,1034,1378860,77145,0,0,0,1456005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198991,10530,0,0,10530,0,0,0,28239,181282,0,181282,0,0,0,0,0,0,0,0,0,0,0,0,0
12570,12/31/2023 0:00:00,6281,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649484,649484,0,0,0,0,0,0,0,0,0,0,649484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5694000,750000,0,0,0,6444000,0,0,0,649483,0,0,0,0,136054,136054,5694000,750000,0,200302,585235,7229537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6669726,707132,0,0,707132,0,0,0,507558,6869300,0,6869300,0,0,0,0,0,0,0,0,0,0,0,0,0
12590,12/31/2023 0:00:00,6293,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478000,1992000,249000,747000,0,8466000,0,0,0,0,0,0,0,0,15502,15502,5478000,1992000,249000,747000,15502,8481502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455943,9999,0,0,9999,0,0,0,173809,1292133,0,1292133,0,0,0,0,0,0,0,0,0,0,0,0,0
12601,12/31/2023 0:00:00,6300,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11399010,9459000,0,0,0,20858010,0,0,0,0,0,0,0,0,42290,42290,11399010,9459000,0,0,42290,20900300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13428457,206454,0,0,206454,0,0,0,443469,13191442,0,13191442,0,0,0,0,0,0,0,0,0,0,0,0,0
12604,12/31/2023 0:00:00,6302,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5871148,0,8053934,0,0,2700000,6984535,0,0,0,0,2700000,0,0,499545,481700,0,0,4948435,4729613,0,0,4168107,3783960,0,0,9116542,8513573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15414000,14884557,0,0,0,0,0,0,15414000,9616087,8995273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233011,4487000,1996000,0,0,10716011,0,0,8995273,15414000,9034,594066,0,0,0,603100,8392789,16698744,10293734,343117,0,35728384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6139054,352276,0,0,352276,0,0,0,773502,5717828,0,5717828,0,0,0,0,0,0,0,0,0,0,0,0,0
12608,12/31/2023 0:00:00,6305,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84298,7938,0,0,7938,0,0,0,6430,85806,0,85806,0,0,0,0,0,0,0,0,0,0,0,0,0
12613,12/31/2023 0:00:00,6310,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628156,150000,50000,0,0,1828156,0,0,0,0,0,0,0,0,0,0,1628156,150000,50000,0,0,1828156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789626,36158,0,0,36158,0,0,0,25765,800019,0,800019,0,0,0,0,0,0,0,0,0,0,0,0,0
12616,12/31/2023 0:00:00,6312,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36431248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,95098,0,0,2000000,1636053,0,0,0,0,0,0,2000000,1636053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343000,9698645,800000,769744,0,0,0,0,12443000,800000,769744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,0,0,0,0,248000,0,0,769744,12443000,0,0,0,0,376286,376286,2746372,6147000,2069372,998000,1876286,13837030,0,0,0,0,0,0,0,0,86597,0,0,0,0,0,535032,0,272617,0,0,0,889273,0,0,0,2394135,170474,0,0,170474,0,0,0,330017,2234592,0,2234592,0,0,0,0,0,0,0,0,0,0,0,0,0
12619,12/31/2023 0:00:00,6315,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000,330000,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000,10000,0,0,0,0,10000,340000,0,0,0,0,340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191424,6181,0,0,6181,0,0,0,14322,183283,0,183283,0,0,0,0,0,0,0,0,0,0,0,0,0
12624,12/31/2023 0:00:00,6319,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985000,945956,0,0,0,0,0,0,985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12441000,8707000,995000,0,0,22143000,0,0,0,985000,0,0,0,0,34060,34060,12690000,9443000,995000,0,34060,23162060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6554912,126776,0,0,126776,0,0,0,480184,6201504,0,6201504,0,0,0,0,0,0,0,0,0,0,0,0,0
12643,12/31/2023 0:00:00,6329,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953641,1788801,0,0,0,0,0,0,1953641,1788801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8517019,18347000,5522000,0,0,32386019,0,0,0,1953641,0,0,209519,0,0,209519,8520660,18797000,6831519,400000,0,34549179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335010,0,0,0,10564025,480443,0,0,480443,0,0,0,829845,10214623,0,10214623,0,0,0,0,0,0,0,0,0,0,0,0,0
12648,12/31/2023 0:00:00,6333,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71735,0,0,0,0,71735,0,0,0,0,0,0,0,0,38410,38410,71735,0,0,0,38410,110145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177748,185936,0,0,185936,0,0,0,99269,1264415,0,1264415,0,0,0,0,0,0,0,0,0,0,0,0,0
12654,12/31/2023 0:00:00,6337,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,10392685,0,0,0,0,0,0,11000000,10392685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714709,1619896,0,0,0,0,0,0,12714709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12714709,0,163145,0,0,149648,312793,3990000,8387854,500000,0,149648,13027502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6915536,134646,0,0,134646,0,0,0,531939,6518243,0,6518243,0,0,0,0,0,0,0,0,0,0,0,0,0
12666,12/31/2023 0:00:00,6344,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,4635722,0,5392642,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,968000,0,0,0,1448000,0,0,0,0,311951,0,0,0,0,311951,791951,968000,0,0,0,1759951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084619,50898,0,0,50898,0,0,0,219727,2915790,0,2915790,0,0,0,0,0,0,0,0,0,0,0,0,0
12671,12/31/2023 0:00:00,6348,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6993000,6708348,0,0,6993000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198000,1998000,0,0,0,3196000,0,0,0,6993000,27278,0,0,0,0,27278,4170278,5896000,150000,0,0,10216278,0,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334642,41033,0,0,41033,0,0,0,196895,1178780,0,1178780,0,0,0,0,0,0,0,0,0,0,0,0,0
12673,12/31/2023 0:00:00,6350,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786000,347000,550000,0,3683000,0,0,0,0,0,0,0,0,56219,56219,0,2786000,347000,550000,56219,3739219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358433,23526,0,0,23526,0,0,0,115366,2266593,0,2266593,0,0,0,0,0,0,0,0,0,0,0,0,0
12679,12/31/2023 0:00:00,6354,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246806392,0,0,0,0,0,0,0,0,0,0,0,0,0,1160000,0,0,0,0,0,0,25959834,24439416,0,0,22462545,18861503,0,0,48422379,43300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48422379,43300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15174730,31995158,8707939,0,0,55877827,0,0,43300919,0,250000,1935941,0,0,0,2185941,36951526,37061155,18087939,4617019,4647048,101364687,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,2973750,0,0,0,0,0,0,0,22316565,1064208,0,0,1064208,0,0,0,2356587,21024186,0,21024186,0,0,0,0,0,0,0,0,0,0,0,0,0
12686,12/31/2023 0:00:00,6358,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173000,9581000,2195000,0,0,14949000,0,0,0,0,34870,0,0,0,0,34870,3207870,9581000,2195000,0,0,14983870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010860,321725,0,0,321725,0,0,0,271928,3060657,0,3060657,0,0,0,0,0,0,0,0,0,0,0,0,0
12697,12/31/2023 0:00:00,6362,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103704962,0,160727000,0,0,80192921,138348781,0,0,0,0,80192921,0,0,9956582,9809375,0,0,13495255,12963556,0,0,125845487,112707430,0,0,139340742,125670986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149297324,135480361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135480361,0,0,886053,0,0,0,886053,12647935,30650224,39459398,51312287,2296570,136366414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90584525,1417551,0,0,1417551,0,0,0,5382456,86619620,0,86619620,0,0,0,0,0,0,0,0,0,0,0,0,0
12729,12/31/2023 0:00:00,6377,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0,0,34219421,0,0,0,0,0,0,0,0,0,26500000,24966050,5997768,5938854,0,0,41511696,35989316,26500000,24966050,47509464,41928170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11894466,11824531,0,0,0,0,0,0,38394466,47509464,41928170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433000,5965000,745000,0,0,9143000,0,0,41928170,38394466,0,537457,0,0,0,537457,10986850,41826110,10606605,24788364,1795164,90003093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234000,0,102811,0,0,0,0,0,0,0,28075569,880008,0,0,880008,0,0,0,2102148,26853429,0,26853429,0,0,0,0,0,0,0,0,0,0,0,0,0
12735,12/31/2023 0:00:00,6381,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,0,0,0,10200,0,10200,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647528,34646,0,0,34646,0,0,0,17965,664209,0,664209,0,0,0,0,0,0,0,0,0,0,0,0,0
12745,12/31/2023 0:00:00,6388,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101251,1910817,0,0,3732389,3563770,0,0,9093330,8695395,0,0,12825719,12259165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14926970,14169982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1054000,0,0,0,1554000,0,0,14169983,0,0,12327,0,0,0,12327,7792484,3995373,2559342,1182760,206351,15736310,0,-8838,0,-8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381552,67289,0,0,67289,0,0,0,331561,7117280,0,7117280,0,0,0,0,0,0,0,0,0,0,0,0,0
12748,12/31/2023 0:00:00,6391,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280861,0,0,0,0,280861,280861,0,0,0,0,280861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159383,70083,0,0,70083,0,0,0,15137,214329,0,214329,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,12/31/2023 0:00:00,6395,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,12499272,11619299,0,0,0,0,0,0,12499272,11619299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12499272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13568000,22145000,966000,248000,496000,37423000,0,0,0,12499272,0,0,450186,0,0,450186,15368000,29195000,5065458,248000,496000,50372458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604462,192771,0,0,192771,0,0,0,814038,8983195,0,8983195,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,12/31/2023 0:00:00,6401,WISe,0,0,0,0,363274,0,0,0,0,0,0,0,0,0,0,0,0,458769307,0,550253602,0,0,27000000,37380774,0,0,0,0,27000000,0,0,0,0,0,0,27751855,26112860,0,0,114428660,100144429,0,0,142180515,126257289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142180515,126257289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126257289,0,0,992617,0,0,0,992617,2777953,31189634,34306711,58975608,0,127249906,0,0,0,0,0,924163,0,0,0,0,0,0,0,0,0,0,9658213,0,0,0,0,0,0,0,119456175,10046022,0,0,10046022,0,0,0,9171527,120330670,0,120330670,0,0,0,0,0,0,0,0,0,0,0,0,0
12771,12/31/2023 0:00:00,6404,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411176,36937,0,0,36937,0,0,0,31665,416448,0,416448,0,0,0,0,0,0,0,0,0,0,0,0,0
