"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
24823,12/31/2023 0:00:00,26426,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193908,7389,0,0,7389,0,0,0,16212,185085,0,185085,0,0,0,0,0,0,0,0,0,0,0,0,0
24824,12/31/2023 0:00:00,15308,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150421560,0,252435483,0,0,100000000,679611050,0,0,0,0,100000000,0,0,219729697,214825832,0,0,59652120,57059306,0,0,382859,378416,0,0,60034979,57437722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279764676,272263554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178972,749708,928680,758712,32793,246416,1037921,1966601,0,0,0,0,0,0,1037921,928680,272263554,0,0,932800,0,0,1312983,2245783,417886,179381807,93936408,668142,2071695,276475938,0,-8278433,0,-8278433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164444198,13751945,0,0,13751945,0,0,0,11001208,167194935,0,167194935,0,0,0,0,0,0,0,0,0,0,0,0,0
24826,12/31/2023 0:00:00,18598,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31315007,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,11000000,10819523,0,0,48606572,40981072,0,0,59606572,51800595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497000,451974,0,0,0,0,0,60103572,52252569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747000,4233000,249000,0,0,5229000,0,0,52252569,0,1389763,0,0,0,0,1389763,6040658,13126430,6523158,30946669,2234417,58871332,0,0,0,0,0,2595395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20153739,1257579,0,0,1257579,0,0,0,2134453,19276865,0,19276865,0,0,0,0,0,0,0,0,0,0,0,0,0
24829,12/31/2023 0:00:00,26221,WISe,0,0,0,0,0,0,0,0,0,0,36143174,0,0,0,0,0,0,45268474,0,74462675,0,0,20000000,66922389,0,0,0,0,182259100,0,0,17678447,16909375,0,0,22181514,20901407,0,0,105513920,97228031,0,0,127695434,118129438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38669846,37065419,490000,480496,0,0,0,0,0,0,490000,184043727,172104232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172104231,490000,0,2223500,0,0,549408,2772908,12661374,45723572,45501358,59224393,12256442,175367139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10618291,2500000,6980621,0,6554725,7669299,0,0,7669299,0,0,0,2102983,12121041,0,12121041,0,0,0,0,0,0,0,0,0,0,0,0,0
24830,12/31/2023 0:00:00,20080,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,7175120,0,0,0,0,0,0,8000000,7175120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9195000,12433000,747000,0,0,22375000,0,0,0,8000000,0,0,0,0,0,0,11195000,14433000,747000,4000000,0,30375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6474604,90870,0,0,90870,0,0,0,490724,6074750,0,6074750,0,0,0,0,0,0,0,0,0,0,0,0,0
24831,12/31/2023 0:00:00,14591,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212907663,0,320301506,0,0,0,1075149,0,0,0,0,105000000,0,0,0,0,0,0,0,0,0,0,1115656,1106092,0,0,1115656,1106092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115656,1106092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106092,0,0,1034200,0,0,92950,1127150,1106092,1034200,0,0,92950,2233242,0,0,0,0,14195080,10232037,0,0,40377077,0,0,0,0,0,0,0,0,0,0,0,36429498,0,1454094,0,131189192,12135247,0,0,12135247,0,0,0,9202540,134121899,0,134121899,0,0,0,0,0,0,0,0,0,0,0,0,0
24839,12/31/2023 0:00:00,17983,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,84148595,0,21376521,0,0,7000000,0,0,0,0,0,0,12828615,11572068,0,0,89378120,77741917,0,0,102206735,89313985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175981,1019232,0,0,0,0,0,0,0,0,0,0,1175981,1019232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360125,7518380,0,0,5206157,4766835,0,0,0,0,0,116948998,102618432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,249000,0,0,0,349000,0,0,102618433,0,0,408804,0,0,0,408804,915914,29817758,21362162,47052539,4227864,103376237,0,-645309,0,-645309,2986383,3157574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26655832,808417,0,0,808417,0,0,0,2852172,24612077,0,24612077,0,0,0,0,0,0,0,0,0,0,0,0,0
24840,12/31/2023 0:00:00,20539,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19424750,0,7882189,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740000,1622489,0,0,0,0,0,0,1740000,1622489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10130000,9567031,16196,16717,0,0,16196,11870000,11189520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11189520,16196,0,241800,0,0,287323,529123,2914468,6511318,1786117,235613,287323,11734839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267882,0,0,0,0,0,7964609,686034,0,0,686034,0,0,0,640641,8010002,0,8010002,0,0,0,0,0,0,0,0,0,0,0,0,0
24841,12/31/2023 0:00:00,22363,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548000,5843000,150000,0,0,7541000,0,0,0,0,77085,0,0,0,0,77085,1625085,5843000,150000,0,0,7618085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285868,81904,0,0,81904,0,0,0,161576,1206196,0,1206196,0,0,0,0,0,0,0,0,0,0,0,0,0
24843,12/31/2023 0:00:00,15251,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,100000,0,0,0,900000,0,0,0,0,2731,0,0,0,0,2731,802731,100000,0,0,0,902731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727357,32368,0,0,32368,0,0,0,78697,681028,0,681028,0,0,0,0,0,0,0,0,0,0,0,0,0
24845,12/31/2023 0:00:00,26436,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244500,0,0,0,0,2244500,0,0,0,0,20000,0,0,0,0,20000,2264500,0,0,0,0,2264500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623414,116849,0,0,116849,0,0,0,34635,705628,0,705628,0,0,0,0,0,0,0,0,0,0,0,0,0
24847,12/31/2023 0:00:00,26438,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708536,506053,0,0,506053,0,0,0,55169,3159420,0,3159420,0,0,0,0,0,0,0,0,0,0,0,0,0
24848,12/31/2023 0:00:00,26440,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,0,0,0,0,5100,5100,0,0,0,0,5100,0,0,0,0,0,0,0,0,212288,352122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30372,25616,0,0,25616,0,0,0,6419,49569,0,49569,0,0,0,0,0,0,0,0,0,0,0,0,0
24849,12/31/2023 0:00:00,26442,WISe,0,0,0,1557797,92500,0,0,0,0,0,0,0,0,0,0,0,0,320281293,0,411799154,0,0,0,174271435,0,0,0,0,110000000,0,0,0,0,0,0,0,0,0,0,167486560,142306015,0,0,167486560,142306015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,217979,0,0,0,0,0,167734560,142523994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142523994,0,0,10086600,0,0,0,10086600,1053065,11051909,962308,139543312,0,152610594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4989060,0,0,0,0,0,0,76903792,3025883,0,0,3025883,0,0,0,6594183,73335492,0,73335492,0,20448054,0,20448054,0,0,142523994,217979,142306015,0,0,0,0
24850,12/31/2023 0:00:00,19790,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052000,2033822,0,0,0,0,0,0,2052000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322000,900000,0,0,0,2222000,0,0,0,2052000,32680,0,0,0,0,32680,3006680,1300000,0,0,0,4306680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607014,10014,0,0,10014,0,0,0,85208,1531820,0,1531820,0,0,0,0,0,0,0,0,0,0,0,0,0
24851,12/31/2023 0:00:00,15117,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517008,4294415,0,0,0,0,0,0,9366025,8076634,0,0,9366025,8076634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13883033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085000,6696000,744000,0,0,12525000,0,0,0,13883033,0,0,0,0,256035,256035,7110748,10745737,5630659,2920889,256035,26664068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7424888,205510,0,0,205510,0,0,0,547045,7083353,0,7083353,0,0,0,0,0,0,0,0,0,0,0,0,0
24853,12/31/2023 0:00:00,26381,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4774,0,0,0,0,4774,4774,0,0,0,0,4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159874,9032,0,0,9032,0,0,0,6692,162214,0,162214,0,0,0,0,0,0,0,0,0,0,0,0,0
24854,12/31/2023 0:00:00,18816,WISe,0,0,0,466181,0,0,0,0,0,0,0,0,0,0,588589615,0,0,536707457,0,736596398,0,0,465050000,0,0,0,0,0,465050000,0,0,0,0,0,0,12000000,11166207,0,0,490919060,475411288,0,0,502919060,486577495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502919060,486577495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486577495,0,400000000,25629430,0,0,0,425629430,710588001,62495825,76124883,62998216,0,912206925,0,0,0,0,0,23733610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230374340,13140979,0,0,13140979,0,0,0,19332549,224182770,0,224182770,0,86615945,79390018,7225927,0,0,486577495,251314583,235262912,0,0,0,0
24855,12/31/2023 0:00:00,20589,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249157,243884,0,0,1659342,1749789,0,0,1781664,1843748,0,0,3441006,3593537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565208,1584984,0,0,0,0,0,5255371,5422405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494000,3734000,1988000,489000,0,7705000,0,0,5422405,0,0,315184,0,0,0,315184,4658628,4298235,2337384,990499,1157843,13442589,0,0,0,0,0,0,0,0,15732,0,0,0,0,0,0,0,0,0,0,0,65632,0,0,0,1498298,198631,0,0,198631,0,0,0,241307,1455622,0,1455622,0,0,0,0,0,0,0,0,0,0,0,0,0
24857,12/31/2023 0:00:00,17289,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55229,0,0,0,55229,0,0,0,0,2767,0,0,0,0,2767,2767,55229,0,0,0,57996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216877,5000,0,0,5000,0,0,0,9065,212812,0,212812,0,0,0,0,0,0,0,0,0,0,0,0,0
24858,12/31/2023 0:00:00,15683,WISe,0,0,0,2545232,0,0,0,0,0,0,0,0,0,0,0,0,0,64779603,0,87434850,0,0,40000000,112199888,0,0,0,0,40000000,0,0,1991862,1913280,0,0,138405334,124695471,3232411,3033196,112213261,95864646,3232411,3033196,250618595,220560117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988305,6754589,3232411,259598762,229227986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279424,0,0,3279424,3279424,675000,1550000,600000,0,0,2825000,3279424,0,229227987,3232411,3973442,0,0,0,0,3973442,17551133,94212528,64721377,62399179,3654047,242538264,0,-32198,1088,-31110,0,0,0,1090694,0,0,0,0,2316010,0,0,0,0,647032,0,0,0,0,0,0,57764691,2074084,0,0,2074084,0,0,0,5876642,53962133,0,53962133,0,21693259,21693259,0,0,0,235739821,235739821,0,0,0,0,0
24859,12/31/2023 0:00:00,26448,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109349,58292,0,0,58292,0,0,0,91982,1075659,0,1075659,0,0,0,0,0,0,0,0,0,0,0,0,0
24860,12/31/2023 0:00:00,18762,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115851455,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9530000,9014671,0,0,0,0,0,9530000,9014671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9014671,0,0,718823,0,0,532616,1251439,2909234,6824260,0,0,532616,10266110,0,0,0,0,945000,10113736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37788625,1943292,0,0,1943292,0,0,0,2239064,37492853,0,37492853,0,0,0,0,0,0,0,0,0,0,0,0,0
24861,12/31/2023 0:00:00,26449,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,4256170,0,0,0,0,0,0,4500000,4256170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970000,1488000,0,0,0,5458000,0,0,0,4500000,0,66744,0,0,0,66744,3970000,6054744,0,0,0,10024744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705015,4993,0,0,4993,0,0,0,294806,2415202,0,2415202,0,0,0,0,0,0,0,0,0,0,0,0,0
24862,12/31/2023 0:00:00,26450,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996000,110399,0,0,0,1106399,996000,110399,0,0,0,1106399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724,0,0,5602116,1244103,0,0,1244103,0,0,0,183793,6662426,0,6662426,0,0,0,0,0,0,0,0,0,0,0,0,0
