"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
66328,12/31/2023 0:00:00,20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94096504,0,0,0,0,0,0,0,0,0,0,0,0,1341256597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233528081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105995272,200000000,200000000,0,33893000,0,0,0,1151740242,0,0,88494135,92827823,284222592,275707633,86075428,2625736751,0,0,0,0,0,44467390,0,27806,0,0,0,0,0,1120947,0,11344585,0,0,0,0,0,0,0,0,0,0,0,0,0,96008,76824,42,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270870,0,335218,0,0,1250,5262761,0,8495334,693409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614272037,0,0,0,0,0,33893000,0,0,648165037,6303891629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66329,12/31/2023 0:00:00,20551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223146,0,0,0,0,0,0,0,0,0,0,0,0,6173475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505051,0,0,0,0,0,18315,0,0,0,0,0,0,0,34661,0,57,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,92,4,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16293,0,33228,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128939,0,0,0,0,0,0,0,0,128939,8254598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66330,12/31/2023 0:00:00,20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7917645,0,0,0,0,0,0,0,0,0,0,0,0,1149656783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79573255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273500000,125000000,0,0,0,0,0,0,832747325,0,0,39575670,27030156,213646532,159158880,82064912,854309725,0,0,0,0,0,4666430,0,5426,0,0,0,0,0,592135,0,3763720,0,0,0,0,0,0,0,0,0,0,0,0,0,54854,29033,47,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076471,0,0,0,0,1190,5841944,0,11886087,2309446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144886145,0,0,0,0,0,0,0,0,144886145,4209336387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66331,12/31/2023 0:00:00,20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908182,0,0,0,0,0,0,0,0,0,0,0,0,713359159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16276325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110019490,31500000,0,0,38305000,20000000,0,0,550577940,0,0,8978442,5607729,63225869,100065438,4097022,438330423,0,0,0,0,0,1114422,0,6721,0,0,0,0,0,321517,0,2489735,0,0,0,0,0,0,0,0,0,0,0,0,0,27769,8189,22,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3060120,0,162760546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249126,0,13438,0,0,76,574838,0,2114551,298882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239710194,0,0,0,0,0,0,0,0,239710194,2199800372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66333,12/31/2023 0:00:00,20555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5927201,0,0,0,0,0,0,0,0,0,0,0,0,26827848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776977,0,0,578955,276922,5662300,1439308,1206906,0,0,0,0,0,0,1236662,0,164,0,0,0,0,0,14084,0,123270,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,676,21,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1292046,0,2415988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29062,0,20489,0,0,11,61448,0,37323,21133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737396,0,0,0,0,0,0,0,0,1737396,55615686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66336,12/31/2023 0:00:00,20558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12918073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509879,0,0,0,0,38329,1087379,0,39107,0,0,0,0,0,22442,0,93,0,0,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,4,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,452545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452545,0,0,0,0,0,0,0,0,452545,14917041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66337,12/31/2023 0:00:00,20559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885347,0,0,0,0,0,0,0,0,0,0,0,0,192286505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,0,0,0,0,0,74583873,0,0,960595,10285,11603633,13662738,1281014,0,0,0,0,0,0,970024,0,879,0,0,0,0,0,58615,0,1409938,0,0,0,0,0,0,0,0,0,0,0,0,0,5535,2998,27,112021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15637534,0,0,0,0,0,0,0,0,0,0,14000000,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48080,0,332303,28159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13434563,0,0,0,0,0,0,0,0,13434563,320107541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66340,12/31/2023 0:00:00,20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11407,0,0,0,0,0,0,0,0,0,0,0,0,30152722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5702217,0,0,29352,0,598460,191614,0,1673681,0,0,0,0,0,32527,0,203,0,0,0,0,0,7812,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,363,344,4,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11323510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272969,0,0,0,0,0,0,0,0,272969,38512591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66343,12/31/2023 0:00:00,20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6464734,62685,0,0,0,0,0,0,0,0,0,0,0,1340943465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000000,0,0,0,183876684,0,0,15801153,4833387,70279795,41637773,8226435,313276917,0,0,0,0,0,18588095,0,3095,0,0,0,0,0,283323,0,1687070,0,0,0,0,0,0,0,0,0,0,0,0,0,26779,1897,87,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139722,0,14109,0,0,56,264055,0,1246847,256096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253566753,0,0,0,0,0,249750000,0,0,503316753,2612392589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66346,12/31/2023 0:00:00,20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386861,0,0,0,0,0,0,0,0,0,0,0,0,36365283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6414181,995000,0,0,17037739,0,0,1256229,0,1642955,641601,658377,10654457,0,0,0,0,0,2135415,0,52,0,0,0,0,0,9947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,14,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6253178,0,999726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253178,0,0,0,0,0,0,0,0,6253178,98251337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66349,12/31/2023 0:00:00,20571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116347352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7055150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51003839,12821348,0,0,37780461,15182000,0,0,425409396,0,0,775469,51111,21025224,3027814,168635,121887719,0,0,0,0,0,69324,0,321,0,0,0,0,0,41332,0,804934,0,0,0,0,0,0,0,0,0,0,0,0,0,6892,5122,14,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,14,73858,0,496961,192693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308054371,0,0,0,0,0,0,0,0,308054371,731601197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66350,12/31/2023 0:00:00,20572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434595,0,0,0,0,0,0,0,0,0,0,0,0,19898231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900000,0,0,0,0,0,0,0,9632111,0,0,1258951,0,3237257,1704219,0,16531453,0,0,0,0,0,528809,0,110,0,0,0,0,0,6610,0,289956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,3,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868773,0,8725259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868773,0,0,0,0,0,0,0,0,868773,63745410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66351,12/31/2023 0:00:00,20573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169867,0,0,0,0,0,0,0,0,0,0,0,0,28636185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479861,1345893,0,996000,7950000,997000,0,12610462,0,0,713421,26146,6458408,5776475,1119111,9442711,0,0,0,0,0,1057572,0,368,0,0,0,0,0,17156,0,37394,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,1365,17,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,6,10994,0,30975,4479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5875917,0,0,0,0,0,0,0,0,5875917,106159182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66353,12/31/2023 0:00:00,20575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272616,0,0,0,0,0,0,0,0,0,0,0,0,362264559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173841466,0,0,4344053,1160044,38105819,15547541,3369568,70708725,0,0,0,0,0,392660,0,3395,0,0,0,0,0,120939,0,481659,0,0,0,0,0,0,0,0,0,0,0,0,0,10822,14325,18,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345418023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35469,0,10577,0,0,65,144775,0,386911,49650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23514906,0,0,0,0,0,0,0,0,23514906,834777801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66354,12/31/2023 0:00:00,20576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6623224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,3429478,0,0,0,0,1216775,0,0,8708670,0,0,0,0,0,617645,0,151,0,0,0,0,0,5237,0,28305,0,0,0,0,0,0,0,0,0,0,0,0,0,263,647,27,62022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35220,0,31531,0,0,18,76755,0,0,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212625,0,0,0,0,0,0,0,0,2212625,23163872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66357,12/31/2023 0:00:00,20579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16187369,0,0,0,0,0,0,0,0,0,0,0,0,2073761285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127578604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000000,0,0,0,0,0,0,0,1606804638,0,0,44241866,16440093,321818853,327900215,74615346,2019318473,0,0,0,0,0,17447654,0,61428,0,0,0,0,0,1115981,0,6716212,0,0,0,0,0,0,0,0,0,0,0,0,0,76108,32430,142,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746343,0,0,0,0,391,1705169,0,7482850,842617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428645625,0,0,0,0,0,0,0,0,428645625,6951135023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66359,12/31/2023 0:00:00,20581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5683826,0,0,0,0,0,0,0,0,0,0,0,0,176000894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29240850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,75006576,0,0,721222,112017,5009350,9603757,301486,28830120,0,0,0,0,0,1184247,0,631,0,0,0,0,0,36113,0,408541,0,0,0,0,0,0,0,0,0,0,0,0,0,5078,661,19,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83699,0,0,0,0,27,108210,0,241501,60892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10779245,0,0,0,0,0,0,0,0,10779245,300154814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66364,12/31/2023 0:00:00,20586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642595048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9053391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000000,256700000,61162950,0,65396000,96763000,26164000,0,335646920,0,0,45085828,1509524,118281349,298384927,859028,510853768,0,0,0,0,0,3717577,0,22865,0,0,0,0,0,345313,0,2334208,0,0,0,0,0,0,0,0,0,0,0,0,0,5349,6809,20,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333760918,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94960,0,0,0,611,54,169142,0,466969,189256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333760918,0,0,0,0,0,0,0,0,333760918,2361676966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66365,12/31/2023 0:00:00,20587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215241047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000000,11000000,0,0,1288234,749309,0,0,107801409,0,0,8674527,1080233,39081005,12181363,1222966,69637589,0,0,0,0,0,2538900,0,449,0,0,0,0,0,62456,0,6582,0,0,0,0,0,0,0,0,0,0,0,0,0,6175,3303,31,112022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53878696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91843,0,0,0,0,54,126503,0,239509,25795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52091153,0,0,0,0,0,1787543,0,0,53878696,511664236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66366,12/31/2023 0:00:00,20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50921840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21521626,0,0,25495,0,3719432,756169,49005,0,0,0,0,0,0,31345,0,148,0,0,0,0,0,9669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,733,3,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475147,0,0,0,0,0,0,0,0,2475147,75831306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66369,12/31/2023 0:00:00,20591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229554,0,0,0,0,0,0,0,0,0,0,0,0,51805247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811283,0,0,0,0,0,0,0,15316168,0,0,1339621,624898,7172237,9594877,2180337,0,0,0,0,0,0,859373,0,289,0,0,0,0,0,11579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,12,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6136269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6136269,0,0,0,0,0,0,0,0,6136269,103251787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66370,12/31/2023 0:00:00,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265296,0,0,0,0,0,0,0,0,0,0,0,0,632241848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46776300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,392068010,0,0,16005343,1314607,61528670,89158960,7476069,140918851,0,0,0,0,0,2118597,0,23690,0,0,0,0,0,268933,0,2855973,0,0,0,0,0,0,0,0,0,0,0,0,0,17040,5116,40,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21996775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501246,0,23019,0,0,223,937707,0,1555227,138963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78535359,0,0,0,0,0,0,0,0,78535359,1465820534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
