"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
67439,12/31/2023 0:00:00,22770,1/29/2024 10:19:49 PM,271048,9995,0,16410528,0,13537548,13537548,0,13701,0,0,1002,14393795,478,7739100,13701,0,0,0,0,0,0,0,1851,5000,0,0,0,0,0,0,0,0,0,0,0,928,393,404,39422,0,0,0,0,0,4082,0,0,0,0,0,0,0,8716832,55000,0,0,437713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149491,0,0,0,0,189441,0,0,477553,685366,2978917,3653714,0,0,2234268,0,0,198,0,0,0,0,0,0,0,0,0,68700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48894,2246,13366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67440,12/31/2023 0:00:00,22760,2/5/2024 10:07:30 PM,54648,3475,0,13369750,0,11483411,11483411,0,168,0,0,950,5373269,887,3836728,168,0,0,0,0,0,0,0,1847,3694,0,-1806,0,22426,0,0,0,0,0,0,0,1200,800,1000,1936,3805,0,0,0,0,0,0,0,0,0,0,0,0,10877112,0,0,0,406749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122824,0,0,0,0,39205,0,0,446629,159671,0,0,0,0,1847134,0,0,201,0,0,0,0,0,0,0,0,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15344,11156,26947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67441,12/31/2023 0:00:00,23007,2/8/2024 10:02:06 PM,448467,20479,0,48611211,0,29292964,29292964,0,86063,79973,7605,2209,17642089,2656,10476891,383844,0,0,0,0,0,0,0,4547,5400,0,0,0,153300,0,0,0,0,0,0,1200,1460,610,870,235776,60961,0,0,0,0,0,0,0,0,0,0,0,0,9561841,0,0,0,1149012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299629,0,0,0,0,302703,0,0,2525286,5501674,7847029,7847029,3857134,0,18918240,0,0,654,0,0,0,0,0,0,0,0,0,657325,0,6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80495,23745,33703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67444,12/31/2023 0:00:00,22501,2/7/2024 10:07:45 PM,1006512,532749,0,141725244,0,124849614,127585614,0,79198,14802,0,123673,110789118,1236,27453499,192249,0,0,0,0,0,0,0,9848,6139340,0,0,20319,43083,0,0,0,0,0,11,1374,1800,299,289,491599,229845,0,0,0,0,0,0,0,0,0,0,0,0,58363072,0,0,0,5193281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240864,0,0,0,0,1544124,0,2736000,31019914,2730940,16658198,22741094,9519877,0,13233156,0,0,82905,0,0,0,0,0,0,0,0,0,1488482,0,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351662,32130,1206512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67446,12/31/2023 0:00:00,22823,1/31/2024 10:06:24 PM,0,1085,0,5457463,0,4100690,4100690,0,63722,20942,5769,316,4016451,139,1968790,121559,0,0,0,0,0,0,0,881,3000,0,-2002,52,22166,0,0,0,0,0,0,0,900,600,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3894861,77527,0,0,160183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47588,0,0,0,0,4195,0,0,0,0,205828,205828,0,0,1275051,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8311,0,836167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67452,12/31/2023 0:00:00,22682,1/29/2024 10:28:08 PM,801987,29533,0,135231028,0,120614357,120614357,0,169574,332720,5925,3064,83274759,866,24346361,796895,0,0,0,0,0,0,0,4994,1500000,0,357710,109,782439,0,0,0,0,0,0,1190,1200,525,525,383233,26437,0,0,0,0,255355,0,0,0,0,0,0,0,46708333,0,0,0,3267172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922047,0,0,0,0,-677356,0,0,26787453,1891786,3356362,4811005,40110487,0,15281581,0,0,916,0,0,0,0,0,0,0,0,0,1270864,0,27978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232799,165191,446629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67456,12/31/2023 0:00:00,22834,1/11/2024 10:03:47 PM,32609,3546,0,4684679,0,2844313,2844313,0,2816,0,0,340,2891131,241,1391997,3355,0,0,0,0,0,0,0,602,1000,0,-5932,4908,7019,0,0,0,0,0,0,990,1400,720,825,1444,1299,0,0,0,0,21023,0,0,0,0,0,0,0,2630366,533787,0,0,204738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31873,0,0,0,0,20273,420000,0,122037,70887,0,0,0,0,866306,0,0,54,0,0,0,0,0,0,0,0,0,22194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7622,1200,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67458,12/31/2023 0:00:00,22904,1/25/2024 10:09:34 PM,7304,0,0,8541866,0,6457472,6457472,0,1727,0,0,133,1355661,102,891616,46569,0,0,0,0,0,0,0,716,41000,0,2580,0,8746,0,0,0,0,0,0,0,1548.7,322.9,459.6,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,6414676,150000,0,0,164596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70967,0,0,0,0,81571,0,0,42796,0,0,0,0,0,1852823,0,0,13,0,0,0,0,0,0,0,0,0,7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4496,12223,10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67465,12/31/2023 0:00:00,22957,1/31/2024 10:06:18 PM,19826722,3268107,0,707134300,0,534608993,543985866,0,4270109,1807178,123127,39257,567036333,15121,277230192,8992109,0,0,0,0,0,0,0,56566,2405100,0,0,2829746,574239,0,0,0,0,0,9,1418.15,708.08,509.92,526.58,8818436,1937263,0,0,0,0,2459301,0,0,0,0,0,0,0,163938388,0,0,0,37394890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5008902,0,0,0,0,12948714,86853107,9376873,121055903,19046701,81357081,174400306,41763645,0,62810278,0,0,6077,0,0,0,0,0,0,0,0,0,8052237,0,540481,0,0,0,0,0,0,0,0,0,0,8055504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663507,50444,18833495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67468,12/31/2023 0:00:00,22690,1/16/2024 10:05:56 PM,0,31,0,4941555,0,3650258,3650258,0,0,1945,0,160,1875907,83,861522,1945,0,0,0,0,0,0,0,701,850,0,1225,0,12751,0,0,0,0,0,0,0,1100,600,700,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,3650258,264500,0,0,176644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41649,0,0,0,0,5657,0,0,0,0,0,0,0,0,1021140,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8654,10070,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67469,12/31/2023 0:00:00,22681,1/29/2024 10:17:57 PM,54350,3587,0,4550335,0,3494995,3494995,0,6319,0,0,166,1775768,115,1166973,27469,0,0,0,0,0,0,0,734,2304,0,10700,0,36941,0,0,0,0,0,0,0,1400,700,1300,0,3744,0,0,0,0,32577,0,0,0,0,0,0,0,3462418,0,0,0,127920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37585,0,0,0,0,8133,0,0,0,0,0,0,0,0,1028431,0,0,71,0,0,0,0,0,0,0,0,0,56659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7962,2667,4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67470,12/31/2023 0:00:00,22659,1/24/2024 10:12:39 PM,10821945,1372664,0,390407296,0,334387978,334387978,0,313443,46366,25652,12414,268278971,5502,107802263,585533,0,0,0,0,0,0,0,31274,2635000,0,0,20,415111,0,0,0,0,0,0,1299,1299,829,829,756324,42494,0,0,0,0,1869032,0,0,0,0,0,0,0,180992565,5420926,0,0,16778537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3324781,0,0,0,0,3549343,0,0,93516565,13143530,30582459,32774657,10245483,0,30783831,0,0,3096,0,0,0,0,0,0,0,0,0,6234542,0,27992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779392,317183,4149981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67473,12/31/2023 0:00:00,22777,1/24/2024 10:06:33 PM,434890,58365,0,22831818,0,20373615,20373615,0,2189,0,0,689,10546672,200,3237638,14573,0,0,0,0,0,0,0,1412,6000,0,0,0,27325,0,0,0,0,0,0,1300,1490,600,600,3843,600,0,0,0,0,384934,0,0,0,0,0,0,0,7430294,0,0,0,662968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211297,0,0,0,0,52281,0,0,3597697,402478,4926766,4926766,3631446,0,2376208,0,0,79,0,0,0,0,0,0,0,0,0,120002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24576,32749,37425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67474,12/31/2023 0:00:00,22942,1/12/2024 10:04:26 PM,0,60,0,1701044,0,1215080,1215080,0,3156,0,0,127,1285837,78,651895,25599,0,0,0,0,0,0,0,436,750,0,-720,0,6663,0,0,0,0,0,0,0,1500,649,849,0,0,0,0,0,0,60880,0,0,0,0,0,0,0,1108200,0,0,0,81651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14439,0,0,0,0,3105,0,0,0,0,46000,46000,0,0,482859,0,0,28,0,0,0,0,0,0,0,0,0,27069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6495,0,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67475,12/31/2023 0:00:00,22922,1/30/2024 10:40:44 PM,0,21750,0,17380245,0,14909502,14909502,0,2929,9823,0,356,4123024,293,2809518,19406,0,0,0,0,0,0,0,1312,3000,0,0,0,158911,0,0,0,0,0,0,0,1106,655,402,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,14573502,0,0,0,261010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158427,0,0,0,0,32624,0,0,0,0,336000,336000,0,0,2369447,0,0,92,0,0,0,0,0,0,0,0,0,70927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5848,33437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67476,12/31/2023 0:00:00,22787,1/22/2024 10:04:50 PM,0,0,0,2190932,0,2089899,2089899,0,60701,33954,0,142,1554569,14,122629,147657,0,0,0,0,0,0,0,365,1500,0,265886,730,25173,0,0,0,0,0,0,0,1169,617,736,119932,36761,0,0,0,0,0,0,0,0,0,0,0,0,1218138,0,0,0,199422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23216,0,0,0,0,1361,0,0,0,0,769375,871760,0,0,99672,0,0,39,0,0,0,0,0,0,0,0,0,146039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67477,12/31/2023 0:00:00,22694,1/24/2024 10:06:20 PM,149036,115162,0,27256600,0,22677367,22677367,0,78601,0,0,1119,20100220,521,10443136,101766,0,0,0,0,0,0,0,2988,160000,0,0,8036,124616,0,0,0,0,0,0,0,1371,515,581,134414,34784,0,0,0,0,194471,0,0,0,0,0,0,0,11055093,0,0,0,1809871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231514,0,0,0,0,563134,670210,0,6741402,775220,600958,760867,3150318,0,3345889,0,0,370,0,0,0,0,0,0,0,0,0,203780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75826,48938,832299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67480,12/31/2023 0:00:00,22647,1/29/2024 10:34:20 AM,23137,29,0,3855737,0,3031110,3031110,0,38227,1073,0,168,2614756,65,1323109,69395,0,0,0,0,0,0,0,488,750,0,0,0,73351,0,0,0,0,0,0,0,1614,462,777,20536,20536,0,0,0,0,0,0,0,0,0,0,0,0,3031110,0,0,0,106920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34490,0,0,0,0,2757,0,0,0,0,0,0,0,0,821870,0,0,36,0,0,0,0,0,0,0,0,0,92343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12005,5860,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67481,12/31/2023 0:00:00,24317,1/29/2024 10:08:51 PM,6793613,2093419,0,326579067,0,236516555,241062287,0,34972,957403,1935933,3144,281211517,332,20889324,4044721,0,0,0,0,0,0,0,12951,3186653,0,0,1161280,0,0,0,0,0,0,1,0,1325,762.5,762.5,323504,122766,0,0,0,0,693860,0,0,0,0,0,0,0,81471254,0,0,0,9266862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462621,0,0,0,0,2105113,53500000,4545732,39354677,15346935,87026424,89659882,5986158,0,28052567,0,0,185,0,0,0,0,0,0,0,0,0,977858,0,0,0,0,0,0,0,0,0,0,0,0,23277610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002489,60314,7539856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67483,12/31/2023 0:00:00,22934,1/30/2024 10:07:50 PM,465028,0,0,19549898,0,17014263,17014263,0,0,0,0,672,14728469,523,7860556,14096,0,0,0,0,0,0,0,1818,7200,0,0,75127,149638,0,0,0,0,0,0,0,1025,700,925,112690,54017,0,0,0,0,200558,0,0,0,0,0,0,0,9658850,0,0,0,1399501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165924,0,0,0,0,77023,610000,0,3443896,0,900863,3223966,486993,0,1848612,0,0,156,0,0,0,0,0,0,0,0,0,1254589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148709,11773,2067289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67485,12/31/2023 0:00:00,22883,2/2/2024 10:06:29 PM,63072,1374,0,4417770,0,3259000,3707000,0,0,77338,0,242,3388155,124,1920970,79856,0,0,0,0,0,0,0,624,2500,0,-10465,0,50180,0,0,0,0,0,2,0,1504,700,935,9756,2093,0,0,0,0,0,0,0,0,0,0,0,0,1875257,0,0,0,265797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28608,0,0,0,0,52304,0,448000,94146,0,1289597,1289597,0,0,658466,0,0,50,0,0,0,0,0,0,0,0,0,177895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278,0,14911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
