"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
10274,12/31/2023 0:00:00,4977,1/30/2024 10:26:31 PM,193488,20781,0,19579301,0,14472931,16720931,0,278558,32134,0,1147,11119173,1045,7550305,617289,0,0,0,0,0,0,0,2127,7000,0,0,16621,67330,0,0,0,0,0,10,0,1261.6,500.9,1140.75,93460,28923,0,0,0,0,630360,0,0,0,0,0,0,0,10387650,0,0,0,585145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150961,0,0,0,0,37336,0,2248000,2400366,150190,647384,768708,0,0,2814168,0,0,525,0,0,0,0,0,0,0,0,0,332270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51129,9628,82002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10283,12/31/2023 0:00:00,4983,1/25/2024 10:13:48 PM,7935051,715464,0,159523478,0,145881838,145881838,0,133908,77520,0,6857,121445858,1937,41840809,436814,0,0,0,0,0,0,0,11861,600000,0,0,61520,1169080,0,0,0,0,0,0,1245,853,497,594,467326,84187,0,0,0,0,85803,0,0,0,0,0,0,0,63906540,1000000,0,0,6030649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281613,0,0,0,0,2601117,0,0,31000862,4191658,35991787,38979377,7004455,0,11829340,0,0,2374,0,0,0,0,0,0,0,0,0,767360,0,22478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382234,38118,1919585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10301,12/31/2023 0:00:00,4996,1/19/2024 10:06:04 PM,179115,6835,0,12494611,0,11327137,11327137,0,48427,0,0,898,11054490,402,5124228,141069,0,0,0,0,0,0,0,1474,40000,0,0,10952,176014,0,0,0,0,0,0,0,1073,432,589,65233,2486,0,0,0,0,0,0,0,0,0,0,0,0,4638422,110964,0,0,351201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99961,0,0,0,0,351,0,0,483302,0,1713050,6205414,0,0,1056159,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229,23376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10308,12/31/2023 0:00:00,5000,1/8/2024 10:03:32 PM,0,0,0,470877,0,291081,291081,0,297,278,0,52,387628,13,18900,2659,0,0,0,0,0,0,0,250,300,0,0,0,888,0,0,0,0,0,0,0,1615,705,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291081,23001,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030,0,0,0,0,40,0,0,0,0,0,0,0,0,156755,0,0,19,0,0,0,0,0,0,0,0,0,24284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10319,12/31/2023 0:00:00,5007,2/7/2024 10:07:46 PM,157095,2533,0,27219452,0,26686689,26686689,0,19623,11870,0,476,8881089,179,2052075,70760,0,0,0,0,0,0,0,1808,14000,0,0,1275,392851,0,0,0,0,0,0,0,700,400,450,160651,48231,0,0,0,0,173887,0,0,0,0,0,0,0,12147683,0,0,0,627679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275340,0,0,0,0,89080,0,0,3053443,426006,7945173,10127383,0,0,1998348,0,0,62,0,0,0,0,0,0,0,0,0,287880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23725,50015,152474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10323,12/31/2023 0:00:00,5010,1/29/2024 10:09:29 PM,0,32142,0,29501591,0,27085740,27186240,0,89986,23833,0,2638,12720636,186,3786400,167380,0,0,0,0,0,0,0,2688,7000,0,0,9,4933,0,0,0,0,0,17,1125,1125,500,500,97079,16517,0,0,0,0,0,0,0,0,0,0,0,0,23135873,269437,0,0,1276663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298618,0,0,0,0,358982,0,100500,2572595,1087315,143800,143800,146156,0,1686932,0,0,299,0,0,0,0,0,0,0,0,0,66745,0,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29235,31022,608811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10324,12/31/2023 0:00:00,5011,1/25/2024 10:09:43 PM,79344,39991,0,8549125,0,7851636,7851636,0,0,0,0,314,6477402,122,3080303,0,0,0,0,0,0,0,0,712,15000,0,0,516,62082,0,0,0,0,0,0,0,818,354,493,0,0,0,0,0,0,512948,0,0,0,0,0,0,0,4990766,0,0,0,205135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72090,0,0,0,0,13235,0,0,1649539,142343,556040,556040,0,0,684254,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889,2572,18271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10327,12/31/2023 0:00:00,5014,1/29/2024 10:20:41 PM,384360,3694,0,18895771,0,13358474,13358474,0,3955,146,13,730,6297327,590,3217007,31503,0,0,0,0,0,0,0,1234,12445,0,0,0,81489,0,0,0,0,0,0,0,1141.8,445,631.2,44877,9074,0,0,0,0,0,0,0,0,0,0,0,0,10132159,0,0,0,483607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131227,0,0,0,0,94682,0,0,1101769,0,2124546,2124546,0,0,5442615,0,0,117,0,0,0,0,0,0,0,0,0,106349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16699,32344,6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10335,12/31/2023 0:00:00,5019,1/26/2024 10:09:26 PM,1587034,133222,0,118265387,0,105118000,105118000,0,134672,0,0,5095,59258143,2277,33353252,526888,0,0,0,0,0,0,0,10019,143476,0,0,748,318145,0,0,0,0,0,0,1440,1330,450,570,402013,100632,0,0,0,0,0,0,0,0,0,0,0,0,45741280,0,0,0,4702072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088827,0,0,0,0,2092682,0,0,19306317,3309342,6916387,12624127,23124533,0,11054705,0,0,1130,0,0,0,0,0,0,0,0,0,263945,0,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171739,94081,822423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351,12/31/2023 0:00:00,5032,1/23/2024 10:09:50 PM,4598036,399351,0,113253968,0,108272410,108272410,0,2947,0,0,4594,72645805,1897,27163555,22449,0,0,0,0,0,0,0,13593,70000,0,0,0,220789,0,0,0,0,0,0,890,799,274,274,194339,17937,0,0,0,0,0,0,0,0,0,0,0,0,70884855,0,0,0,3503175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024917,0,0,0,0,1176549,0,0,25261973,0,10586447,10586447,1539135,0,8883414,0,0,1118,0,0,0,0,0,0,0,0,0,347166,0,15230,0,0,0,0,0,0,0,0,0,0,245729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194962,65635,2062015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10353,12/31/2023 0:00:00,5033,1/24/2024 10:07:12 PM,1399678,124215,0,44865840,0,33959933,40223933,0,268415,12789,0,1332,26742273,844,11776026,394185,0,0,0,0,0,0,0,3848,202418,0,0,0,445712,0,0,0,0,0,15,0,920,600,700,89527,25324,0,0,0,0,85840,0,0,0,0,0,0,0,21933883,0,0,0,1723132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382200,0,0,0,0,137606,0,6264000,3961074,817967,4199417,6811116,0,0,4287589,0,0,358,0,0,0,0,0,0,0,0,0,542170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67430,16099,125444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10362,12/31/2023 0:00:00,5039,1/28/2024 10:05:21 PM,1006061,145133,0,22790271,0,20487429,20487429,0,63032,26027,9003,1567,18456855,269,5739180,185084,0,0,0,0,0,0,0,3233,7500,0,0,3111,189173,0,0,0,0,0,0,1320,991,464,638,191647,15432,0,0,0,0,0,0,0,0,0,0,0,0,10692577,0,0,0,1161627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215450,0,0,0,0,354171,0,0,4121548,1140551,2132267,4118306,414447,0,1948299,0,0,1079,0,0,0,0,0,0,0,0,0,545302,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90231,30476,359642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375,12/31/2023 0:00:00,5047,1/26/2024 10:05:16 PM,2347479,459593,0,211721251,0,185594913,185594913,0,237474,98895,5300,7132,91960792,1151,33316378,423877,0,0,0,0,0,0,0,15477,115000,0,0,0,616594,0,0,0,0,0,0,1475,1475,749,799,101201,18399,0,0,0,0,423933,0,0,0,0,0,0,0,111233211,26728294,0,0,6985024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932165,0,0,0,0,3980380,0,0,44448390,6992892,5691319,11058936,10458185,0,2000,0,0,701,0,0,0,0,0,0,0,0,0,253986,0,13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249801,257821,6143745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10381,12/31/2023 0:00:00,5051,2/12/2024 5:01:21 PM,0,0,0,31493477,0,26905118,26905118,0,8258,0,0,1255,13497356,471,7633589,74765,0,0,0,0,0,0,0,3676,5000,0,0,0,63305,0,0,0,0,0,0,1290,1050,325,530,15306,14359,0,0,0,0,0,0,0,0,0,0,0,0,26481688,223250,0,0,679903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326637,0,0,0,0,15259,0,0,423430,0,0,0,0,0,4349850,0,0,189,0,0,0,0,0,0,0,0,0,262916,0,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39168,34241,36140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10393,12/31/2023 0:00:00,5058,1/25/2024 10:05:17 PM,0,568,0,4222341,0,3725375,3725375,0,0,24949,811,207,2291466,76,945429,25760,0,0,0,0,0,0,0,1444,2000,0,-5440,0,8711,0,0,0,0,0,0,0,1230,400,680,0,2037,0,0,0,0,0,0,0,0,0,0,0,0,3725375,0,0,0,242014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44956,0,0,0,0,4681,0,0,0,0,0,0,0,0,439770,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523,3967,7864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10395,12/31/2023 0:00:00,5060,1/25/2024 10:11:40 PM,909419,227309,0,154398082,0,134937150,134937150,0,148744,49472,0,5238,83427565,720,23005861,412295,0,0,0,0,0,0,0,9450,152486,0,0,14,872759,0,0,0,0,0,0,1095,1179,699,749,381869,100476,0,0,0,0,0,0,0,0,0,0,0,0,59986104,0,0,0,3783169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264485,0,0,0,0,1455796,0,0,24283920,7609799,26113069,30942731,9993059,0,21936521,0,0,1249,0,0,0,0,0,0,0,0,0,731326,0,44203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249233,148682,1065225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10399,12/31/2023 0:00:00,5063,1/30/2024 10:32:33 PM,588413,92646,0,77990716,0,67955490,67955490,0,6382,13395,32807,1149,25246247,210,6946685,70276,0,0,0,0,0,0,0,3604,144000,0,0,2101,680339,0,0,0,0,0,0,799,950,525,525,55053,1121,0,0,0,0,11748,0,0,0,0,0,0,0,38011488,2727693,0,0,1859538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634761,0,0,0,0,198651,12879,0,3425763,0,24123403,26506491,0,0,7188659,0,0,60,0,0,0,0,0,0,0,0,0,129676,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96873,114688,2619968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,12/31/2023 0:00:00,5075,1/25/2024 10:14:17 PM,1153365,646288,0,104172922,0,79648002,90492002,0,138526,27384,0,4648,89359939,1228,35950776,887637,0,0,0,0,0,0,0,9645,43310,0,0,74736,797078,0,0,0,0,0,11,1299,1149,599,599,663494,180611,0,0,0,0,0,0,0,0,0,0,0,0,32030367,0,0,0,4008362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848725,0,0,0,0,1696191,2300000,10844000,18769710,2683182,11161387,14086324,10991997,0,9684729,0,0,2242,0,0,0,0,0,0,0,0,0,1519351,0,23219,0,0,0,0,0,0,0,0,0,0,931484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370265,33895,3123945,0,0,0,0,0,2760880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10427,12/31/2023 0:00:00,5078,1/15/2024 10:03:58 PM,18000,379,0,9421338,0,8775925,8775925,0,0,14080,2955,252,1005066,41,474249,20897,0,0,0,0,0,0,0,764,2500,0,0,0,20946,0,0,0,0,0,0,1090,1070,399,480,43576,40671,0,0,0,0,0,0,0,0,0,0,0,0,6533056,0,0,0,285917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93333,0,0,0,0,24570,0,0,1692931,65655,455818,484284,0,0,620843,0,0,16,0,0,0,0,0,0,0,0,0,9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11483,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,12/31/2023 0:00:00,5083,1/24/2024 10:11:36 PM,0,0,0,75121836,0,58283128,58283128,0,68543,38482,0,1704,24118909,667,12725050,176074,0,0,0,0,0,0,0,4142,12361,0,0,64106,1134834,0,0,0,0,0,0,0,1227,546,553,298666,40158,0,0,0,0,115098,0,0,0,0,0,0,0,33828495,0,0,0,1125045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563937,0,0,0,0,700921,1145065,0,1331921,9165328,13171453,13842284,0,0,14992722,0,0,461,0,0,0,0,0,0,0,0,0,430656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58204,165926,170470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,12/31/2023 0:00:00,5088,1/19/2024 10:06:27 PM,0,334173,0,53494236,0,46927679,46927679,0,63978,29743,230926,1885,38694659,310,7758207,402903,0,0,0,0,0,0,0,6427,25700,0,0,0,459099,0,0,0,0,0,0,1225,1540,680,720,81542,29084,0,0,0,0,0,0,0,0,0,0,0,0,23956529,0,0,0,1965802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471088,0,0,0,0,242299,0,0,6124654,3412519,8645369,9600072,3525468,0,6861058,0,0,303,0,0,0,0,0,0,0,0,0,182898,0,16530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174245,19910,1287791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
