"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
378,12/31/2023 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
383,12/31/2023 0:00:00,211,0,0,0,0,0,0,2282921,0,0,0,0,0,0,0,6232812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584710,9357885,0,0,0,0,257442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,33
389,12/31/2023 0:00:00,214,0,0,0,0,0,0,6114426,0,0,0,0,0,0,0,16520960,0,0,0,0,0,0,0,0,0,641243,0,0,0,0,129862,0,0,3840346,28490132,0,0,0,0,1884538,0,126,0,0,0,0,0,31,0,74,0,123,123,0,3,0,0,3,126,197,391,0,0,0,0,0,0,143
390,12/31/2023 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,4,0,0,0,0,0,0,105
395,12/31/2023 0:00:00,217,0,0,0,0,0,0,5028324,0,0,0,0,0,0,0,2490045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111703,12215263,0,0,0,0,2585191,0,13,0,0,0,0,0,8,0,5,0,13,13,0,0,0,0,0,13,62,220,0,0,0,0,0,0,301
404,12/31/2023 0:00:00,222,0,0,0,0,0,0,1778049,0,0,0,0,0,0,0,12242169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78850,14099068,0,0,0,0,0,2,36,0,0,0,0,0,25,0,0,0,25,25,2,11,0,0,13,38,266,92,0,0,0,0,0,0,420
422,12/31/2023 0:00:00,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,8
430,12/31/2023 0:00:00,232,0,0,0,0,0,0,180688,0,0,0,0,0,0,0,10602286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169325,0,0,0,10952299,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,169,92,0,0,0,0,0,0,612
435,12/31/2023 0:00:00,235,0,0,0,0,0,0,91328613,0,0,0,0,0,0,0,677608549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32062362,0,0,1228100,802227624,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,2661,3853,0,0,0,0,0,0,4216
444,12/31/2023 0:00:00,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263266,0,0,0,0,263266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,0,0,0,0,0,0,50
452,12/31/2023 0:00:00,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4923622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4923622,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,4,52,8,32,0,0,0,0,0,30
464,12/31/2023 0:00:00,246,0,0,0,0,0,0,215674,0,0,0,0,0,0,0,10068736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11557781,0,0,0,0,1273371,20,75,0,0,29,0,0,1,3,45,20,46,66,0,0,17,0,29,95,110,68,0,0,0,0,0,0,31
473,12/31/2023 0:00:00,252,0,0,0,0,0,0,82490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,1339282,0,0,0,0,1220792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,3,38,0,0,0,0,0,360
475,12/31/2023 0:00:00,253,0,0,0,0,0,0,395348,0,0,0,0,0,0,0,6145808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6551541,0,0,0,0,10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,20,0,0,0,0,0,0,73
477,12/31/2023 0:00:00,255,0,0,0,0,0,0,4398227,0,0,0,0,0,0,0,6498178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028345,0,0,714262,12639012,0,0,0,0,0,9,2,0,0,0,0,9,2,0,0,9,2,11,0,0,0,0,0,11,345,336,0,0,0,0,0,0,61
479,12/31/2023 0:00:00,256,0,0,0,0,0,0,1145073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686983,0,0,0,0,541910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,119,0,0,0,0,0,0,41
484,12/31/2023 0:00:00,257,0,0,0,0,0,0,3044295,0,0,0,0,0,0,0,566911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,3615706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,0,0,0,0,0,0,5
489,12/31/2023 0:00:00,259,0,0,0,0,0,0,7823459,0,0,0,0,0,0,0,24515567,0,0,0,0,0,0,0,0,0,4788650,0,0,0,0,0,0,0,0,35249374,0,0,0,0,2910348,121,33,0,2,0,0,24,2,9,12,63,16,76,53,17,25,0,78,154,451,379,0,5,3,0,0,8,521
490,12/31/2023 0:00:00,260,0,0,0,0,0,0,383428,0,0,0,0,0,0,0,6920137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074651,0,0,334630,9148729,0,0,0,0,435883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,75,0,0,0,0,0,0,294
511,12/31/2023 0:00:00,271,0,0,0,0,0,0,8037189,0,0,0,0,0,0,0,24814975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418603,0,0,0,36542208,0,0,0,0,3271441,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,217,463,0,0,0,0,0,0,84
514,12/31/2023 0:00:00,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249971,0,0,0,0,98990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
517,12/31/2023 0:00:00,274,0,0,0,0,0,0,3230983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136500,0,0,0,3367483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,119,0,0,0,0,0,0,182
524,12/31/2023 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,12/31/2023 0:00:00,277,0,0,0,0,0,0,183361347,0,0,0,0,0,0,0,55613977,0,0,0,0,0,0,0,0,0,29990049,0,0,0,0,2413898,0,0,16483271,259060097,0,0,0,0,1187604,378,14,0,211,0,0,18,0,81,13,136,14,150,31,0,25,0,242,392,484,2266,0,0,0,0,0,0,631
538,12/31/2023 0:00:00,282,0,0,0,0,0,0,1115384,0,0,0,0,0,0,0,1366171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497910,0,0,0,3885701,0,0,0,0,906236,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,76,35,0,0,0,0,0,0,12
566,12/31/2023 0:00:00,290,0,0,0,0,0,0,145431220,0,0,0,0,0,0,0,199047836,0,0,0,0,0,0,0,0,0,20817889,0,0,0,0,12572773,0,0,15482105,413955457,0,0,0,0,41421523,344,12,14,0,0,0,30,2,81,8,230,12,242,100,0,92,2,114,356,2655,2869,0,0,0,0,0,0,9974
567,12/31/2023 0:00:00,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
577,12/31/2023 0:00:00,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9227,0,0,0,160230,0,0,0,0,151003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
594,12/31/2023 0:00:00,302,0,0,0,0,0,0,6053680,0,0,0,0,0,0,0,35806584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264472,0,0,0,46055549,0,0,0,0,2930813,0,16,0,0,0,0,0,0,0,1,0,16,16,0,0,0,15,0,16,162,214,0,0,0,0,0,0,46
606,12/31/2023 0:00:00,307,0,0,0,0,0,0,5343856,0,0,0,0,0,0,0,7088078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12431934,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,5,0,5,6,0,0,0,6,11,371,294,0,0,0,0,0,0,247
609,12/31/2023 0:00:00,309,0,0,0,0,0,0,209582,0,0,0,0,0,0,0,539556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,83
613,12/31/2023 0:00:00,311,0,0,0,0,0,0,116752,0,0,0,0,0,0,0,555324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713100,0,0,0,1835410,0,0,0,0,450234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,48,0,0,0,0,0,0,179
616,12/31/2023 0:00:00,314,0,0,0,0,0,0,1122612,0,0,0,0,0,0,0,2274464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708661,0,0,0,0,311585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,59,0,0,0,0,0,0,17
619,12/31/2023 0:00:00,316,0,0,0,0,0,0,103448754,0,0,0,0,0,0,0,20298537,0,0,0,0,0,0,0,0,0,558551,0,0,0,0,13022676,0,0,0,137809461,0,0,0,0,1039494,98,10,0,80,0,0,5,5,11,3,18,10,29,0,0,1,1,80,108,680,2595,0,0,0,0,0,0,2253
620,12/31/2023 0:00:00,317,0,0,0,0,0,0,44285,0,0,0,0,0,0,0,3183548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,0,0,0,0,0,0,59
624,12/31/2023 0:00:00,321,0,0,0,0,0,0,65237214,0,0,0,0,0,0,0,30923518,0,0,0,0,0,0,0,0,0,1276873,0,0,0,0,84261691,0,0,0,192457608,0,0,0,0,12035185,84,64,3,36,0,0,4,2,3,42,8,64,72,37,0,1,19,76,148,730,4681,0,0,0,0,0,0,306
640,12/31/2023 0:00:00,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,16,0,0,0,0,0,0,14
644,12/31/2023 0:00:00,330,0,0,0,0,0,0,22759435,0,0,0,0,0,0,0,8565787,0,0,0,0,0,0,0,0,0,2627290,0,0,0,0,0,0,0,533402,34451531,0,0,0,0,2592907,5,1,0,3,0,0,2,1,0,0,2,1,1,0,0,0,0,2,6,103,1118,10,0,0,0,0,0,283
648,12/31/2023 0:00:00,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614002,0,0,0,614002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,103
649,12/31/2023 0:00:00,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3129390,0,0,0,0,834372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,198,0,0,0,0,0,0,176
663,12/31/2023 0:00:00,341,0,0,0,0,0,0,292624,0,0,0,0,0,0,0,1004543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,26
665,12/31/2023 0:00:00,342,0,0,0,0,0,0,16632816,0,0,0,0,0,0,0,14072817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12194,0,0,10671205,51146015,0,0,0,0,9756983,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,352,346,0,0,0,0,0,0,901
678,12/31/2023 0:00:00,348,0,0,0,0,0,0,177309,0,0,0,0,0,0,0,943345,0,0,0,0,0,0,0,0,0,257809,0,0,0,0,8479,0,0,0,1373337,0,0,0,0,244204,9,1,0,4,0,0,0,0,0,1,0,1,1,5,0,0,0,9,10,87,0,0,0,0,0,0,0,58
680,12/31/2023 0:00:00,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17254,0,0,0,781311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,15
687,12/31/2023 0:00:00,352,0,0,0,0,0,0,2653147,0,0,0,0,0,0,0,3005164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70759,0,0,0,6355870,0,0,0,0,626800,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,93,64,0,0,0,0,0,0,803
690,12/31/2023 0:00:00,353,0,0,0,0,0,0,4706516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4060177,8766693,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,222,115,0,0,0,0,0,0,246
716,12/31/2023 0:00:00,364,0,0,0,0,0,0,1676059,0,0,0,0,0,0,0,1079269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5769,2770540,0,0,0,0,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,204,0,0,0,0,0,0,15
722,12/31/2023 0:00:00,366,0,0,0,0,0,0,3579587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5390291,0,0,0,0,1810704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,179,0,0,0,0,0,0,87
761,12/31/2023 0:00:00,375,0,0,0,0,0,0,12771823,0,0,0,0,0,0,0,5364607,0,0,0,0,0,0,0,0,0,1654103,0,0,0,0,1640835,0,0,140972,19990172,0,0,0,0,71935,125,3,0,9,0,0,29,0,14,2,45,3,48,71,0,2,0,80,128,228,261,7,0,0,0,0,0,643
770,12/31/2023 0:00:00,378,0,0,0,0,0,0,1989082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337401,0,0,0,0,954629,0,0,0,3391684,0,0,0,0,447973,3,0,0,0,0,0,1,0,0,0,3,0,3,0,0,2,0,0,3,292,103,0,0,0,0,0,0,1057
785,12/31/2023 0:00:00,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0,0,0,0,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,8,0,0,0,0,0,0,18
794,12/31/2023 0:00:00,390,0,0,0,0,0,0,3383793,0,0,0,0,0,0,0,4367363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149822,8824533,0,0,0,0,923555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,121,0,0,0,0,0,0,132
795,12/31/2023 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
798,12/31/2023 0:00:00,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
808,12/31/2023 0:00:00,398,0,0,0,0,0,0,18876552,0,0,0,0,0,0,0,77298447,0,0,0,0,0,0,0,0,0,88899221,0,0,0,0,4013395,0,0,5378613,107592263,0,0,0,0,2025256,295,55,2,0,0,0,70,15,72,14,191,36,227,102,19,11,1,123,350,1240,928,10,1,0,4,0,5,1853
817,12/31/2023 0:00:00,401,0,0,0,0,0,0,2721864,0,0,0,0,0,0,0,1215326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778601,0,0,0,4715791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,94,0,0,0,0,0,0,8
818,12/31/2023 0:00:00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,95
832,12/31/2023 0:00:00,409,0,0,0,0,0,0,1514021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275756,0,0,0,2819496,0,0,0,0,29719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,24,0,0,0,0,0,0,330
838,12/31/2023 0:00:00,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239550,0,0,0,1477341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
839,12/31/2023 0:00:00,414,0,0,0,0,0,0,345436,0,0,0,0,0,0,0,5548775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645640,6539851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,11
841,12/31/2023 0:00:00,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,63
845,12/31/2023 0:00:00,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22328,0,0,0,838858,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,166,91,0,0,0,0,0,0,280
850,12/31/2023 0:00:00,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44846,0,0,1145337,5543456,0,0,0,0,1256600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,22,0,0,0,0,0,210
851,12/31/2023 0:00:00,421,0,0,0,0,0,0,2388727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,28
854,12/31/2023 0:00:00,423,0,0,0,0,0,0,7768769,0,0,0,0,0,0,0,15312983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269118,0,0,0,23350870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,566,0,0,0,0,0,0,475
856,12/31/2023 0:00:00,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443249,1353241,0,0,0,0,598063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,92
857,12/31/2023 0:00:00,426,0,0,0,0,0,0,350598611,0,0,0,0,0,0,0,541785817,0,0,0,0,0,0,0,0,0,23375617,0,0,0,0,1362735,0,0,0,938771241,0,0,0,0,45024078,577,22,12,199,0,0,52,5,147,17,211,22,233,155,0,7,0,366,599,7561,4072,0,0,0,0,0,0,670
858,12/31/2023 0:00:00,427,0,0,0,0,0,0,368285,0,0,0,0,0,0,0,1727553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124695,0,0,490400,3295981,0,0,0,0,585048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,137,0,0,0,0,0,0,13
871,12/31/2023 0:00:00,432,0,0,0,0,0,0,1451919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237272,2779425,0,0,0,0,90234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,56,0,0,0,0,0,492
872,12/31/2023 0:00:00,433,0,0,0,0,0,0,4408921,0,0,0,0,0,0,0,8553334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023000,0,0,0,16985255,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,3,193,150,106,0,0,0,0,0,262
884,12/31/2023 0:00:00,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,15
887,12/31/2023 0:00:00,444,0,0,0,0,0,0,21304511,0,0,0,0,0,0,0,7798821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556855,0,0,690233,32747446,0,0,0,0,2397026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,827,0,0,0,0,0,0,548
888,12/31/2023 0:00:00,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
900,12/31/2023 0:00:00,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,10
907,12/31/2023 0:00:00,454,0,0,0,0,0,0,273160,0,0,0,0,0,0,0,576212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115324,0,0,0,964696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,0,0,32
909,12/31/2023 0:00:00,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,0,0,0,0,0,0,120
911,12/31/2023 0:00:00,457,0,0,0,0,0,0,10068933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311607,0,0,0,0,0,0,0,0,11740113,0,0,0,0,1671180,25,21,0,1,0,0,0,0,12,21,12,21,32,12,0,0,0,13,46,695,367,27,0,0,0,0,0,1092
916,12/31/2023 0:00:00,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,6
926,12/31/2023 0:00:00,465,0,0,0,0,0,0,382698,0,0,0,0,0,0,0,8602067,0,0,0,0,0,0,0,0,0,693537,0,0,0,0,2671421,0,0,0,12171544,0,0,0,0,515358,83,3,5,57,0,0,11,3,1,0,12,3,15,9,0,0,0,71,86,338,70,6,0,0,0,0,0,254
930,12/31/2023 0:00:00,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,12/31/2023 0:00:00,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5719,0,0,412964,1166778,0,0,0,0,301326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,123,0,0,0,0,0,0,8
943,12/31/2023 0:00:00,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1
946,12/31/2023 0:00:00,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18691,0,0,0,1744841,0,0,0,0,106113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,0,0,0,401
948,12/31/2023 0:00:00,476,0,0,0,0,0,0,83997141,0,0,0,0,0,0,0,623718381,0,0,0,0,0,0,0,0,0,86895836,0,0,0,0,26645863,0,0,0,739049389,0,0,0,0,4688004,1495,56,0,1048,0,0,115,1,243,2,426,56,482,21,0,29,0,1070,1551,2548,4809,0,0,0,0,0,0,215
951,12/31/2023 0:00:00,477,0,0,0,0,0,0,646898,0,0,0,0,0,0,0,1710915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473836,0,0,0,0,116023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,94
